 Procedimentos hospitalares do SUS - por gestor - Brasil
Valor total por Município gestor e Ano processamento
Financiamento: 05 Incentivo - MAC, 06 Média e Alta Complexidade (MAC)
Período:2017-2020
"Município gestor";"2017";"2018";"2019";"2020";"Total"
"510760 Rondonópolis";16184048,59;20347525,66;20844766,67;27743002,48;85119343,40
"510770 Rosário Oeste";471834,52;317549,01;481734,67;485992,91;1757111,11
"510775 Salto do Céu";58623,87;47242,85;33718,50;35114,62;174699,84
"510777 Santa Terezinha";118833,36;145020,95;104459,24;61847,92;430161,47
"510785 São Félix do Araguaia";492983,63;489161,21;466472,95;549592,41;1998210,20
"510730 São José do Rio Claro";450897,11;370687,22;356597,21;296447,38;1474628,92
"510787 Sapezal";476476,39;442260,46;476640,81;647055,14;2042432,80
"510790 Sinop";-;-;-;244500,00;244500,00
"510794 Tabaporã";115080,80;81764,74;123097,64;100095,59;420038,77
"510795 Tangará da Serra";1911756,11;2030029,65;2316976,54;3392644,21;9651406,51
"510800 Tapurah";162591,47;92170,37;114391,91;115964,90;485118,65
"510805 Terra Nova do Norte";151034,05;152299,09;178726,79;161574,59;643634,52
"510810 Tesouro";60370,87;39358,84;25594,20;25785,39;151109,30
"510820 Torixoréu";127295,00;82621,30;65897,59;100890,14;376704,03
"510840 Várzea Grande";8580044,41;9442224,60;11999812,69;10748730,77;40770812,47
"510550 Vila Bela da Santíssima Trindade";183461,29;430300,21;427859,74;444550,28;1486171,52
"510860 Vila Rica";-;7882,80;104102,87;207832,31;319817,98
"510000 Mato Grosso - Gestão estadual";38870397,28;38034341,16;40703567,71;54355888,10;171964194,25
"520013 Acreúna";257400,12;160126,64;134373,62;133296,16;685196,54
"520025 Águas Lindas de Goiás";350962,58;402622,28;626856,83;907155,01;2287596,70
"520030 Alexânia";480214,22;482950,02;478918,93;423105,07;1865188,24
"520050 Aloândia";-;-;8247,47;52289,87;60537,34
"520060 Alto Paraíso de Goiás";28443,21;20371,83;4537,86;-;53352,90
"520080 Alvorada do Norte";180964,25;359142,80;219572,87;311795,38;1071475,30
"520085 Americano do Brasil";59166,60;40732,22;56497,24;30931,11;187327,17
"520090 Amorinópolis";51565,75;53519,98;45814,78;51662,90;202563,41
"520110 Anápolis";36405037,89;36283262,62;37511047,76;32582337,20;142781685,47
"520140 Aparecida de Goiânia";29257733,14;24599353,38;24162908,58;35377132,81;113397127,91
"520150 Aporé";60729,67;35132,74;25707,31;18225,15;139794,87
"520160 Araçu";56549,55;69020,72;75502,19;55126,22;256198,68
"520170 Aragarças";296643,45;368376,91;292727,70;-;957748,06
"520180 Aragoiânia";67763,76;28862,85;15749,02;9023,15;121398,78
"520215 Araguapaz";76034,18;82570,16;68988,48;53848,61;281441,43
"520235 Arenópolis";76024,54;63360,00;73682,10;33051,34;246117,98
"520250 Aruanã";116623,18;104337,51;58741,49;76827,16;356529,34
"520280 Avelinópolis";8708,79;17939,58;12739,55;3528,99;42916,91
"520320 Barro Alto";139703,62;139583,44;160236,79;132654,66;572178,51
"520330 Bela Vista de Goiás";221872,33;469453,01;489452,20;526764,65;1707542,19
"520340 Bom Jardim de Goiás";81174,91;104900,08;91494,74;78907,14;356476,87
"520350 Bom Jesus de Goiás";426367,28;463668,96;551468,92;409758,56;1851263,72
"520380 Britânia";131253,48;166189,90;149634,17;122075,94;569153,49
"520390 Buriti Alegre";209517,01;199575,19;200409,55;121433,86;730935,61
"520393 Buriti de Goiás";43649,39;84632,16;27178,78;20758,41;176218,74
"520400 Cabeceiras";10343,07;32384,04;16159,00;-;58886,11
"520410 Cachoeira Alta";109058,58;91872,06;115663,40;107095,73;423689,77
"520425 Cachoeira Dourada";45242,28;71254,93;70354,01;38104,04;224955,26
"520430 Caçu";315986,45;198273,63;360014,23;305094,00;1179368,31
"520440 Caiapônia";587640,08;508571,12;660208,48;391499,67;2147919,35
"520450 Caldas Novas";1201430,97;1387492,92;1455104,43;1655053,68;5699082,00
"520465 Campinaçu";28887,69;50923,47;20897,15;15072,96;115781,27
"520470 Campinorte";95265,98;180029,68;132226,11;69416,85;476938,62
"520480 Campo Alegre de Goiás";14642,98;13027,12;18160,41;5760,93;51591,44
"520490 Campos Belos";136566,91;413233,62;376493,10;161361,82;1087655,45
"520500 Carmo do Rio Verde";3239,20;1768,80;961,32;4330,08;10299,40
"520505 Castelândia";20132,43;9575,59;28460,49;16318,39;74486,90
"520510 Catalão";4075456,80;6557045,86;7189625,04;9846775,44;27668903,14
"520520 Caturaí";36161,21;30890,41;31295,89;27182,34;125529,85
"520530 Cavalcante";83675,34;88826,82;90275,30;21181,22;283958,68
"520540 Ceres";4720111,38;5874760,00;5514246,24;4981077,04;21090194,66
"520545 Cezarina";119001,16;74645,73;94213,58;69866,96;357727,43
"520547 Chapadão do Céu";229184,88;270751,37;233309,77;249949,65;983195,67
"520549 Cidade Ocidental";-;4910,64;-;39736,04;44646,68
"520551 Cocalzinho de Goiás";22566,29;25598,26;15827,73;46236,25;110228,53
"520552 Colinas do Sul";43004,69;85969,67;74736,99;27396,48;231107,83
"520570 Córrego do Ouro";53175,96;78454,29;54244,06;18441,94;204316,25
"520580 Corumbá de Goiás";23878,10;14869,11;14923,19;7376,18;61046,58
"520590 Corumbaíba";111809,59;126969,56;127092,19;126542,80;492414,14
"520620 Cristalina";420809,11;441913,71;583532,66;583005,88;2029261,36
"520630 Cristianópolis";15123,82;24126,62;7208,20;479,19;46937,83
"520640 Crixás";421214,82;439742,41;321788,27;296571,45;1479316,95
"520650 Cromínia";48961,00;27279,52;24898,28;23732,55;124871,35
"520660 Cumari";17173,75;23606,29;40192,71;24240,02;105212,77
"520670 Damianópolis";72979,25;73768,60;86625,84;65374,25;298747,94
"520680 Damolândia";94975,86;68319,83;44063,56;48464,23;255823,48
"520710 Diorama";3392,81;-;767,02;41518,02;45677,85
"520830 Divinópolis de Goiás";75313,02;77867,94;55937,80;49982,02;259100,78
"520725 Doverlândia";44835,23;221,10;14476,06;17914,04;77446,43
"520740 Edéia";85112,32;112208,62;185576,02;146624,06;529521,02
"520750 Estrela do Norte";63829,62;22880,98;56655,62;27731,95;171098,17
"520753 Faina";75689,35;7510,68;-;-;83200,03
"520760 Fazenda Nova";48143,05;33301,17;45015,03;25210,92;151670,17
"520780 Firminópolis";364774,11;350490,65;349158,07;313604,58;1378027,41
"520790 Flores de Goiás";41897,70;37047,82;14106,57;-;93052,09
"520800 Formosa";2889029,24;2506142,30;2307721,26;776597,50;8479490,30
"520810 Formoso";67890,23;71558,10;121728,49;49962,20;311139,02
"520840 Goianápolis";110457,21;107790,03;102320,06;35730,83;356298,13
"520850 Goiandira";43631,55;35147,84;34486,30;12308,94;125574,63
"520860 Goianésia";1573731,34;1539502,17;1519086,52;1626879,54;6259199,57
"520870 Goiânia";238852861,86;231021283,48;257007132,78;258600007,52;985481285,64
"520880 Goianira";-;47889,52;559000,85;930162,47;1537052,84
"520890 Goiás";1569244,34;1709290,67;336928,60;2465744,29;6081207,90
"520910 Goiatuba";419564,45;516421,79;557017,85;652342,01;2145346,10
"520960 Heitoraí";121843,08;117518,14;117378,72;72232,75;428972,69
"520970 Hidrolândia";331159,64;373109,47;349130,46;448268,11;1501667,68
"520980 Hidrolina";85243,55;64584,94;44002,48;32615,74;226446,71
"520990 Iaciara";172382,18;34200,88;99688,64;116043,77;422315,47
"520993 Inaciolândia";-;-;-;27217,90;27217,90
"520995 Indiara";168489,63;227122,80;553118,83;777042,24;1725773,50
"521000 Inhumas";2227658,26;1623164,81;438240,74;594436,05;4883499,86
"521010 Ipameri";169820,09;72521,68;129704,36;172397,65;544443,78
"521020 Iporá";421213,99;439064,06;503761,45;413804,84;1777844,34
"521040 Itaberaí";-;-;-;176406,31;176406,31
"521060 Itaguaru";10918,53;9338,75;17096,88;45313,38;82667,54
"521080 Itajá";91929,81;97933,03;73774,23;67784,45;331421,52
"521090 Itapaci";627372,42;454985,34;354816,30;457954,03;1895128,09
"521100 Itapirapuã";92921,87;72790,28;74019,04;12125,20;251856,39
"521120 Itapuranga";931088,74;893027,47;702126,86;487275,72;3013518,79
"521130 Itarumã";86078,53;97907,95;56507,52;124509,19;365003,19
"521140 Itauçu";172907,67;292586,12;178903,38;79828,88;724226,05
"521150 Itumbiara";3974708,07;2305577,89;2520614,36;2676315,53;11477215,85
"521160 Ivolândia";27276,88;33778,13;27274,87;20399,79;108729,67
"521170 Jandaia";149222,57;126035,74;72608,54;45933,23;393800,08
"521180 Jaraguá";581517,11;55641,54;6994,62;23133,17;667286,44
"521190 Jataí";3528556,46;3596358,67;3303455,24;2544072,04;12972442,41
"521200 Jaupaci";19143,86;9121,48;40674,63;48724,49;117664,46
"521210 Joviânia";63187,91;75558,58;71582,45;53587,85;263916,79
"521220 Jussara";336090,13;345719,05;289830,99;257922,63;1229562,80
"521250 Luziânia";619316,33;278883,64;360495,54;235881,28;1494576,79
"521260 Mairipotaba";25663,13;23214,64;28923,74;14422,26;92223,77
"521270 Mambaí";91729,71;25055,46;-;49774,83;166560,00
"521280 Mara Rosa";-;18592,33;30308,06;47143,51;96043,90
"521290 Marzagão";15177,66;15210,84;10146,03;15722,59;56257,12
"521295 Matrinchã";62878,71;62962,19;55247,55;44440,47;225528,92
"521300 Maurilândia";110662,62;154459,43;166709,81;114282,04;546113,90
"521308 Minaçu";421283,64;371412,41;423966,73;612757,07;1829419,85
"521310 Mineiros";551920,77;1105383,41;892982,38;1286738,03;3837024,59
"521350 Monte Alegre de Goiás";18719,86;8240,79;36647,65;22612,21;86220,51
"521370 Montes Claros de Goiás";165866,48;171191,06;128657,45;61747,48;527462,47
"521375 Montividiu";67561,14;213206,64;128410,01;68995,20;478172,99
"521380 Morrinhos";1231711,31;1032780,79;1072565,19;1026029,96;4363087,25
"521385 Morro Agudo de Goiás";4224,73;4461,25;14439,15;10753,56;33878,69
"521390 Mossâmedes";102707,04;47425,52;105330,34;1216,16;256679,06
"521400 Mozarlândia";356202,18;337547,77;326067,96;249212,22;1269030,13
"521405 Mundo Novo";262320,47;261925,65;252957,63;234134,06;1011337,81
"521410 Mutunópolis";77301,67;60653,21;50192,70;36021,32;224168,90
"521440 Nazário";62117,35;16075,61;-;-;78192,96
"521450 Nerópolis";4867254,23;4985993,65;6507397,21;9295259,82;25655904,91
"521460 Niquelândia";667091,32;501518,80;596196,01;511368,38;2276174,51
"521483 Nova Crixás";323889,71;330274,89;308516,77;247302,16;1209983,53
"521520 Novo Brasil";73809,54;54173,12;39980,34;34750,96;202713,96
"521530 Orizona";469407,48;491704,03;436267,35;418317,17;1815696,03
"521550 Ouvidor";17730,48;36210,93;39339,91;16489,96;109771,28
"521560 Padre Bernardo";139528,81;158253,04;95875,00;71040,59;464697,44
"521565 Palestina de Goiás";93533,29;85494,77;87944,20;62765,84;329738,10
"521580 Palmelo";38419,80;36640,84;30415,34;30130,33;135606,31
"521590 Palminópolis";37628,66;31303,22;41745,13;53471,01;164148,02
"521630 Paranaiguara";-;-;-;94057,45;94057,45
"521640 Paraúna";198927,69;180083,93;150801,64;186583,26;716396,52
"521680 Petrolina de Goiás";413280,55;479579,02;479986,02;478690,82;1851536,41
"521710 Piracanjuba";529609,55;521240,15;567563,49;394751,78;2013164,97
"521720 Piranhas";168350,76;179942,92;124290,42;139659,92;612244,02
"521740 Pires do Rio";328578,81;186015,11;126089,17;251158,66;891841,75
"521760 Planaltina";827809,56;800006,10;1298255,92;1056410,65;3982482,23
"521770 Pontalina";392920,80;338732,33;308005,69;325609,87;1365268,69
"521800 Porangatu";777329,33;751236,05;769777,94;3643654,64;5941997,96
"521810 Portelândia";18242,91;23329,35;21695,58;37165,49;100433,33
"521830 Posse";604838,25;987974,80;1239475,78;907287,36;3739576,19
"521850 Quirinópolis";718536,90;1193994,37;1123153,07;1237697,06;4273381,40
"521860 Rialma";51861,82;82198,08;91385,62;203584,17;429029,69
"521880 Rio Verde";8544464,93;7781430,27;8326961,97;11552933,56;36205790,73
"521890 Rubiataba";238821,94;255200,88;229017,88;185207,99;908248,69
"521900 Sanclerlândia";110824,42;72174,30;131829,13;61879,89;376707,74
"521910 Santa Bárbara de Goiás";104195,55;106459,58;66576,50;20656,97;297888,60
"521920 Santa Cruz de Goiás";48121,10;61943,61;60064,40;41192,33;211321,44
"521925 Santa Fé de Goiás";58615,38;31737,47;66770,79;68434,39;225558,03
"521930 Santa Helena de Goiás";829507,14;645825,97;629237,31;1024263,84;3128834,26
"521950 Santa Rosa de Goiás";29575,93;2908,08;2666,48;3358,76;38509,25
"521960 Santa Tereza de Goiás";61342,95;69233,60;65297,46;42869,99;238744,00
"521970 Santa Terezinha de Goiás";70682,46;-;73947,06;89927,87;234557,39
"521973 Santo Antônio de Goiás";32201,34;45178,60;82632,32;40683,97;200696,23
"521975 Santo Antônio do Descoberto";98659,64;83692,69;80729,82;141709,63;404791,78
"521980 São Domingos";61430,07;56672,26;66995,60;53415,86;238513,79
"522000 São João d'Aliança";85791,86;50672,74;50376,36;29907,10;216748,06
"522010 São Luís de Montes Belos";513255,96;384064,51;381961,11;127761,95;1407043,53
"522020 São Miguel do Araguaia";263667,00;522870,11;542611,61;496827,38;1825976,10
"522026 São Miguel do Passa Quatro";39317,09;40506,65;47024,00;36688,43;163536,17
"522040 São Simão";606901,00;566607,41;529758,16;536071,41;2239337,98
"522045 Senador Canedo";3083121,57;1596697,15;2482524,74;1933596,03;9095939,49
"522050 Serranópolis";67152,45;26666,17;30701,07;25210,88;149730,57
"522060 Silvânia";248358,88;144840,56;223148,11;168430,79;784778,34
"522068 Simolândia";72501,86;134468,98;90749,22;75677,45;373397,51
"522100 Taquaral de Goiás";24118,45;38185,81;46539,54;22947,25;131791,05
"522140 Trindade";452576,85;310752,33;275646,04;481685,83;1520661,05
"522145 Trombas";51962,04;20421,97;-;-;72384,01
"522150 Turvânia";95251,35;85120,36;89969,66;65035,24;335376,61
"522155 Turvelândia";32786,93;64102,55;61678,37;52475,46;211043,31
"522160 Uruaçu";728926,49;936118,34;745403,22;762269,18;3172717,23
"522185 Valparaíso de Goiás";-;-;12857,61;263275,29;276132,90
"522200 Vianópolis";288963,32;331401,95;299502,81;273946,26;1193814,34
"522205 Vicentinópolis";73369,49;104128,34;127285,90;140666,69;445450,42
"522220 Vila Boa";24336,97;-;-;-;24336,97
"520000 Goiás - Gestão estadual";15573837,59;16970763,55;12485402,80;39682344,87;84712348,81
"530000 Distrito Federal";183814683,34;204701269,56;213019769,69;248867766,80;850403489,39
"Total";13505026266,28;13835258244,44;14518864642,11;15497156659,25;57356305812,08
 Fonte: Ministério da Saúde - Sistema de Informações Hospitalares do SUS (SIH/SUS)
 Notas:
 
 Situação da base de dados nacional em 29/04/2016.
 Dados de janeiro de 2015 até março de 2016 sujeitos a retificação.
 A partir do processamento de junho de 2012, houve mudança na classificação da natureza e esfera dos estabelecimentos. Com isso, temos que:
      
      Até maio de 2012 estas informações estão disponíveis como "Natureza" e "Esfera Administrativa".
      De junho de 2012 a outubro de 2015, estão disponíveis tanto como "Natureza" e "Esfera Administrativa", como "Natureza Jurídica" e "Esfera Jurídica".
      A partir de novembro de 2015, estão disponíveis como "Natureza Jurídica" e "Esfera Jurídica".
      
 
