 Produção Ambulatorial do SUS - por gestor -  Brasil
Valor aprovado por Município gestor e Ano processamento
Financiamento: 05 Incentivo - MAC, 06 Média e Alta Complexidade (MAC)
Período:2017-2020
"Município gestor";"2017";"2018";"2019";"2020";"Total"
"330415 Quissamã";2201462,29;2642477,21;3349305,96;2048918,12;10242163,58
"330420 Resende";7679059,63;9500893,84;10723204,69;8924362,61;36827520,77
"330430 Rio Bonito";6082400,97;9203727,46;12155085,14;14497672,54;41938886,11
"330440 Rio Claro";1151867,07;1356239,46;1616873,03;1541271,03;5666250,59
"330450 Rio das Flores";714335,60;740426,38;741565,69;425223,05;2621550,72
"330452 Rio das Ostras";5576098,16;7860490,30;10821883,50;7069931,38;31328403,34
"330455 Rio de Janeiro";268771064,81;324981982,55;339440717,25;253323044,26;1186516808,87
"330460 Santa Maria Madalena";745304,70;656418,16;1010667,89;873952,14;3286342,89
"330470 Santo Antônio de Pádua";1775275,89;1808657,32;1827551,03;1790861,74;7202345,98
"330480 São Fidélis";2020099,64;2656846,04;3180264,11;1936180,28;9793390,07
"330475 São Francisco de Itabapoana";1983314,45;2419218,78;2859013,80;2224831,22;9486378,25
"330490 São Gonçalo";27052551,69;38576539,44;45208267,12;38576345,90;149413704,15
"330500 São João da Barra";3209020,36;4419686,45;4840446,57;3640439,86;16109593,24
"330510 São João de Meriti";31542115,64;39653304,17;45013344,90;34052553,16;150261317,87
"330513 São José de Ubá";673265,73;706508,75;645026,81;284558,44;2309359,73
"330515 São José do Vale do Rio Preto";1515347,37;1497436,11;1420773,63;1190042,66;5623599,77
"330520 São Pedro da Aldeia";4710448,84;4118815,98;4747391,66;4120333,98;17696990,46
"330530 São Sebastião do Alto";1048459,66;933267,81;1225259,16;1961282,72;5168269,35
"330540 Sapucaia";494662,68;444840,41;492800,33;285771,73;1718075,15
"330550 Saquarema";4552013,19;7150385,56;5756947,91;3285175,74;20744522,40
"330555 Seropédica";1919570,31;3337802,16;2808687,88;2395654,49;10461714,84
"330560 Silva Jardim";1500395,61;1272514,60;1003074,51;938216,62;4714201,34
"330570 Sumidouro";861278,50;977549,73;1007037,69;713372,22;3559238,14
"330575 Tanguá";3160553,82;3394044,44;3234162,23;2311325,71;12100086,20
"330580 Teresópolis";14908929,40;15954280,74;19274594,68;17776795,71;67914600,53
"330590 Trajano de Moraes";596818,77;646624,15;899709,19;700115,38;2843267,49
"330600 Três Rios";9271775,83;9983088,43;10350531,03;8841667,44;38447062,73
"330610 Valença";5266157,32;6310314,41;6370837,34;4026585,98;21973895,05
"330615 Varre-Sai";350139,53;325819,67;532192,67;774562,62;1982714,49
"330620 Vassouras";7684639,48;7992974,34;9363115,53;9097252,01;34137981,36
"330630 Volta Redonda";33631710,42;37254698,05;40986311,21;29191010,51;141063730,19
"330000 Rio de Janeiro - Gestão estadual";87764840,22;116532699,88;137064591,04;128325296,08;469687427,22
"350010 Adamantina";3858941,92;4468746,87;5034112,64;3946882,36;17308683,79
"350020 Adolfo";87157,15;63591,72;70221,90;27563,34;248534,11
"350030 Aguaí";1414387,50;1224625,94;1585401,09;1428815,57;5653230,10
"350040 Águas da Prata";264891,04;243313,27;279007,57;221743,98;1008955,86
"350050 Águas de Lindóia";298585,39;406181,03;440331,91;299473,48;1444571,81
"350055 Águas de Santa Bárbara";21535,80;132620,06;156104,97;106950,88;417211,71
"350060 Águas de São Pedro";192498,94;322499,31;191025,00;87753,78;793777,03
"350070 Agudos";2204654,09;2266667,14;2073975,28;1640340,07;8185636,58
"350075 Alambari";131940,07;121732,94;155938,12;99648,29;509259,42
"350080 Alfredo Marcondes";22279,69;26677,29;34727,05;17949,58;101633,61
"350090 Altair";83307,36;72954,21;36249,76;35347,85;227859,18
"350100 Altinópolis";1062667,85;996761,91;1160119,22;824997,06;4044546,04
"350110 Alto Alegre";36270,12;149852,44;153533,53;148728,36;488384,45
"350115 Alumínio";904682,91;837095,85;788856,58;571612,13;3102247,47
"350120 Álvares Florence";59605,04;59657,22;61680,80;36451,48;217394,54
"350130 Álvares Machado";1889129,93;2049142,29;1999429,52;1646916,85;7584618,59
"350140 Álvaro de Carvalho";6288,42;14883,36;32323,29;39101,49;92596,56
"350150 Alvinlândia";55844,93;101419,92;57373,09;30374,78;245012,72
"350160 Americana";8544254,38;9632540,96;11321907,65;8431666,00;37930368,99
"350170 Américo Brasiliense";616397,07;698707,90;625390,23;372585,36;2313080,56
"350180 Américo de Campos";137270,64;123876,00;119011,99;113443,04;493601,67
"350190 Amparo";3799888,01;4030513,09;4178277,03;3528305,96;15536984,09
"350200 Analândia";50805,25;46737,10;47298,20;-;144840,55
"350210 Andradina";1398567,37;1684849,97;2225029,24;1583187,99;6891634,57
"350220 Angatuba";1202004,38;1270875,63;1231726,01;842938,78;4547544,80
"350230 Anhembi";242842,13;241289,12;251352,72;164216,99;899700,96
"350240 Anhumas";26924,58;17635,27;71016,03;48238,51;163814,39
"350250 Aparecida";252667,50;577976,13;750069,00;476562,56;2057275,19
"350260 Aparecida d'Oeste";160132,81;170843,92;219993,52;146066,87;697037,12
"350270 Apiaí";758949,89;705215,86;881981,52;682597,19;3028744,46
"350275 Araçariguama";1383130,07;1322931,22;949145,26;714303,83;4369510,38
"350280 Araçatuba";9615694,75;10272374,53;13281794,10;8699004,13;41868867,51
"350290 Araçoiaba da Serra";1003021,04;1048914,73;1163964,11;801828,32;4017728,20
"350300 Aramina";94290,87;92343,56;115569,77;181523,79;483727,99
"350310 Arandu";238061,71;166591,83;180894,02;40742,52;626290,08
"350315 Arapeí";188169,09;235994,51;198825,92;78502,27;701491,79
"350320 Araraquara";21714123,88;23855007,85;26110609,43;21647895,23;93327636,39
"350330 Araras";9743912,68;8951076,75;9454860,43;7459113,36;35608963,22
"350335 Arco-Íris";10114,84;9260,22;9844,34;3644,63;32864,03
"350340 Arealva";310159,69;373605,28;418797,53;1142269,98;2244832,48
"350350 Areias";90433,25;265394,45;254332,96;114726,94;724887,60
"350360 Areiópolis";401723,55;460797,33;346158,60;280448,96;1489128,44
"350370 Ariranha";131137,74;137330,24;177199,11;223990,03;669657,12
"350380 Artur Nogueira";1507308,87;1595365,83;1335716,87;868249,76;5306641,33
"350390 Arujá";4485819,76;4603089,15;6075788,28;4633476,98;19798174,17
"350395 Aspásia";4955,97;4680,33;8557,22;6366,77;24560,29
"350400 Assis";5242613,83;5355054,60;5157711,14;4215406,10;19970785,67
"350410 Atibaia";5330403,09;5383821,24;6328868,86;4751960,43;21795053,62
"350420 Auriflama";613804,88;693373,19;806382,35;532501,10;2646061,52
"350430 Avaí";21572,36;19668,13;20639,14;10052,15;71931,78
"350440 Avanhandava";45808,64;125095,71;124807,58;100712,19;396424,12
"350450 Avaré";5859481,15;6074026,01;6388450,59;4292363,57;22614321,32
"350460 Bady Bassitt";807821,14;844794,91;927767,25;752812,54;3333195,84
"350470 Balbinos";2249,58;-;-;-;2249,58
"350480 Bálsamo";24030,32;5728,79;10874,83;2831,21;43465,15
"350490 Bananal";641625,01;672222,04;708530,82;409566,04;2431943,91
"350500 Barão de Antonina";26875,58;7174,50;-;-;34050,08
"350510 Barbosa";112822,42;203071,90;203908,81;127909,30;647712,43
"350520 Bariri";1389609,67;962530,87;1431043,68;983699,86;4766884,08
"350530 Barra Bonita";681685,68;776515,78;1034955,93;1232039,45;3725196,84
"350535 Barra do Chapéu";8900,30;10095,16;3521,32;3092,71;25609,49
"350540 Barra do Turvo";218490,54;213605,96;297126,56;359208,90;1088431,96
"350550 Barretos";8277488,62;9073885,55;9296072,09;7293281,35;33940727,61
"350560 Barrinha";1067788,32;599130,95;329107,40;270055,06;2266081,73
"350570 Barueri";40795775,85;46466972,12;52716199,50;42821099,99;182800047,46
"350580 Bastos";864480,45;898539,20;1069495,93;676346,59;3508862,17
"350590 Batatais";3749280,32;4239190,45;4434889,61;3266776,97;15690137,35
"350600 Bauru";17579991,69;18805120,59;19226872,81;14663461,13;70275446,22
"350610 Bebedouro";5223698,31;5279464,76;5034083,63;3382260,78;18919507,48
"350620 Bento de Abreu";23755,90;18540,95;14571,70;35,95;56904,50
"350630 Bernardino de Campos";644256,38;631305,96;603770,26;356784,35;2236116,95
"350635 Bertioga";4207087,12;4872013,31;5549849,37;5340347,35;19969297,15
"350640 Bilac";222753,31;275176,80;425899,55;299994,57;1223824,23
"350650 Birigui";2949587,23;3653019,80;5040267,66;4958807,85;16601682,54
"350660 Biritiba-Mirim";1504304,20;1399479,18;1123206,35;389664,98;4416654,71
"350670 Boa Esperança do Sul";525233,10;605191,74;593782,08;289762,50;2013969,42
"350680 Bocaina";231198,64;235693,86;313570,01;293171,03;1073633,54
"350690 Bofete";172639,91;201615,54;209314,88;78492,17;662062,50
"350700 Boituva";2391239,61;3731094,09;3811214,71;2844455,40;12778003,81
"350710 Bom Jesus dos Perdões";692925,08;450274,39;69819,65;50269,02;1263288,14
"350715 Bom Sucesso de Itararé";22423,11;32868,04;33281,16;21490,58;110062,89
"350720 Borá";47873,71;46199,03;53226,67;29446,47;176745,88
"350730 Boracéia";64048,06;83016,82;80613,65;45673,89;273352,42
"350740 Borborema";506926,52;519345,51;683266,36;560232,11;2269770,50
"350745 Borebi";20963,49;11913,61;65171,78;39048,45;137097,33
"350750 Botucatu";1371970,32;1480585,59;1621755,61;1125982,50;5600294,02
"350760 Bragança Paulista";6742980,53;9135088,42;10817942,25;8267316,81;34963328,01
"350770 Braúna";15581,98;13803,82;11277,10;4694,33;45357,23
"350775 Brejo Alegre";13225,69;14398,79;19044,05;8992,68;55661,21
"350780 Brodowski";1317694,13;1451807,86;1715047,73;1140578,94;5625128,66
"350790 Brotas";751608,37;776428,08;871726,56;686841,56;3086604,57
"350800 Buri";993615,85;1118311,02;1287653,82;879613,44;4279194,13
"350810 Buritama";2281793,32;4411655,25;5074300,86;4278063,34;16045812,77
"350820 Buritizal";67548,85;57390,26;71798,25;42362,45;239099,81
"350830 Cabrália Paulista";118821,38;106890,41;108384,06;60271,05;394366,90
"350840 Cabreúva";2518492,59;3080776,78;2752747,85;3193425,10;11545442,32
"350850 Caçapava";3950741,31;3839146,16;4716074,53;4060356,93;16566318,93
"350860 Cachoeira Paulista";719342,55;651006,24;775134,62;683393,68;2828877,09
"350870 Caconde";550102,83;539640,42;521233,57;405824,85;2016801,67
"350880 Cafelândia";949173,52;1344980,04;1337225,20;924510,86;4555889,62
"350890 Caiabu";60209,69;62838,53;68541,76;39962,02;231552,00
"350900 Caieiras";4082562,62;3371609,43;3064519,63;3016503,67;13535195,35
"350910 Caiuá";44084,40;28542,42;44007,08;34427,47;151061,37
"350920 Cajamar";7534583,84;6185071,36;7035587,66;4986838,46;25742081,32
"350925 Cajati";1214762,39;1336521,99;1361417,69;987329,57;4900031,64
"350930 Cajobi";495519,34;312488,48;437343,25;340815,62;1586166,69
"350940 Cajuru";2008842,54;2067101,23;2024868,43;1375309,82;7476122,02
"350945 Campina do Monte Alegre";15112,40;31638,32;36081,23;7795,59;90627,54
"350950 Campinas";77088717,36;72286881,57;78653804,87;62036810,41;290066214,21
"350960 Campo Limpo Paulista";3326205,03;4193909,38;6509388,86;4686235,49;18715738,76
"350970 Campos do Jordão";553033,94;1617927,28;2178608,10;1635055,38;5984624,70
"350980 Campos Novos Paulista";15766,21;35327,63;40224,95;9062,83;100381,62
"350990 Cananéia";130454,22;163390,44;123582,30;73231,13;490658,09
"350995 Canas";2812,78;3036,92;74803,95;69769,75;150423,40
"351000 Cândido Mota";2207368,92;2128802,56;2364668,62;1574813,16;8275653,26
"351010 Cândido Rodrigues";32474,89;44657,30;38153,27;12514,34;127799,80
"351015 Canitar";73290,00;101926,62;122394,86;102579,19;400190,67
"351020 Capão Bonito";1681483,91;1862704,01;2098908,59;1337627,10;6980723,61
"351030 Capela do Alto";1119069,16;1035174,03;1043321,31;772662,36;3970226,86
"351040 Capivari";2339836,93;2307660,68;2055067,10;1555584,27;8258148,98
"351050 Caraguatatuba";8911333,48;11141098,34;13837597,17;12717248,96;46607277,95
"351060 Carapicuíba";5832719,77;5387213,95;6446562,54;3186187,64;20852683,90
"351070 Cardoso";128611,67;117601,44;43663,84;-;289876,95
"351080 Casa Branca";1150413,24;1632240,73;1918256,56;1249335,32;5950245,85
"351090 Cássia dos Coqueiros";9966,79;11201,08;9566,86;61055,59;91790,32
"351100 Castilho";685247,92;740452,22;884561,76;607124,66;2917386,56
"351110 Catanduva";3221218,71;3291175,86;3212273,51;2014121,75;11738789,83
"351120 Catiguá";91140,75;94896,41;55639,45;27021,83;268698,44
"351130 Cedral";101876,92;92915,12;112508,75;76587,60;383888,39
"351140 Cerqueira César";755751,83;744756,52;664944,53;405055,39;2570508,27
"351150 Cerquilho";1956884,27;2391772,13;2340796,29;1865226,15;8554678,84
"351160 Cesário Lange";924627,47;974280,84;1034419,95;789133,25;3722461,51
"351170 Charqueada";606906,50;668813,24;590380,59;360501,71;2226602,04
"355720 Chavantes";243611,36;137327,67;219900,82;243822,03;844661,88
"351190 Clementina";3077,53;681,81;795,60;-;4554,94
"351200 Colina";674176,03;902198,53;1018980,92;791008,87;3386364,35
"351210 Colômbia";103061,92;118519,39;146124,12;87109,70;454815,13
"351220 Conchal";1557078,78;2184929,50;2497407,99;1410756,62;7650172,89
"351230 Conchas";1069833,17;1020449,94;1049933,11;563339,94;3703556,16
"351240 Cordeirópolis";1726510,86;1849361,95;1981881,36;1419737,60;6977491,77
"351250 Coroados";71596,17;72960,52;73700,64;54021,08;272278,41
"351260 Coronel Macedo";27791,75;30996,72;19990,72;15998,50;94777,69
"351270 Corumbataí";74116,76;98499,26;117042,27;130724,43;420382,72
"351280 Cosmópolis";1071588,34;1946019,03;2154432,73;1745791,26;6917831,36
"351290 Cosmorama";154737,70;115363,93;162962,94;154228,07;587292,64
"351300 Cotia";8220294,73;7916524,42;9187773,94;7219954,73;32544547,82
"351310 Cravinhos";920777,73;1171229,80;1088496,73;911625,51;4092129,77
"351320 Cristais Paulista";110056,13;195634,41;213925,90;136888,69;656505,13
"351330 Cruzália";55583,60;69333,14;69178,67;49128,64;243224,05
"351340 Cruzeiro";1476733,33;1884845,64;4216054,14;3323062,68;10900695,79
"351350 Cubatão";6920255,01;7474352,83;9453051,26;7943483,26;31791142,36
"351360 Cunha";485368,32;563349,56;593162,76;496524,73;2138405,37
"351370 Descalvado";1303215,42;1311727,82;1690649,90;1454172,18;5759765,32
"351380 Diadema";19374297,49;18097858,39;18482353,96;12445625,13;68400134,97
"351385 Dirce Reis";5600,64;7,00;-;-;5607,64
"351390 Divinolândia";107402,64;123311,68;143912,44;44254,87;418881,63
"351400 Dobrada";3580,03;654,03;35239,90;36368,99;75842,95
"351410 Dois Córregos";765618,69;636680,51;674644,11;646769,40;2723712,71
"351420 Dolcinópolis";7030,54;7959,66;9739,56;5839,23;30568,99
"351430 Dourado";472064,80;452913,42;425609,78;71002,49;1421590,49
"351440 Dracena";3731969,36;4158169,63;4536597,86;3382948,91;15809685,76
"351450 Duartina";730802,67;770555,14;781055,54;888643,72;3171057,07
"351460 Dumont";100711,75;104391,10;139428,80;111240,34;455771,99
"351470 Echaporã";178545,57;259961,45;339722,36;267339,82;1045569,20
"351480 Eldorado";675308,65;633969,22;776345,74;517046,38;2602669,99
"351490 Elias Fausto";940441,37;692439,49;987026,68;1007891,43;3627798,97
"351492 Elisiário";38331,26;24958,17;45240,49;11075,40;119605,32
"351495 Embaúba";31439,95;25475,86;20665,82;6961,16;84542,79
"351500 Embu das Artes";8430116,56;9429272,46;9166722,60;7569653,70;34595765,32
"351510 Embu-Guaçu";911170,00;1576670,67;2501878,87;1408301,88;6398021,42
"351512 Emilianópolis";1393,65;-;-;41550,00;42943,65
"351515 Engenheiro Coelho";1037438,38;1121600,95;1157871,22;1055514,81;4372425,36
"351518 Espírito Santo do Pinhal";1387845,74;1405258,53;1570746,31;1243367,92;5607218,50
"351519 Espírito Santo do Turvo";35200,03;112786,61;174782,46;113272,50;436041,60
"355730 Estiva Gerbi";442013,84;486313,37;522634,15;430584,31;1881545,67
"351520 Estrela d'Oeste";494602,32;523065,54;514488,82;431950,10;1964106,78
"351530 Estrela do Norte";15869,23;39583,46;18434,15;123606,88;197493,72
"351535 Euclides da Cunha Paulista";546612,92;550743,56;618864,70;584577,21;2300798,39
"351540 Fartura";613408,18;791466,86;793546,67;545125,84;2743547,55
"351560 Fernando Prestes";102833,91;130880,21;161587,41;117688,00;512989,53
"351550 Fernandópolis";2309341,19;3291177,99;4042201,27;2583740,89;12226461,34
"351565 Fernão";64401,28;69867,01;86167,73;21229,09;241665,11
"351570 Ferraz de Vasconcelos";2802349,74;2914450,06;2815894,44;2131441,48;10664135,72
"351580 Flora Rica";-;-;-;621,00;621,00
"351590 Floreal";26210,30;24979,78;137137,12;161631,76;349958,96
"351600 Flórida Paulista";54673,79;71036,64;37647,86;58476,20;221834,49
"351610 Florínia";82648,89;233268,41;325183,76;251218,54;892319,60
"351620 Franca";22374885,95;22329647,90;22641241,46;14681496,24;82027271,55
"351630 Francisco Morato";6622220,01;6632869,70;6713910,20;5674574,35;25643574,26
"351640 Franco da Rocha";6267336,62;6758563,27;8955415,70;6688370,13;28669685,72
"351650 Gabriel Monteiro";12407,48;-;-;-;12407,48
"351660 Gália";234931,35;251038,73;274873,42;210911,96;971755,46
"351670 Garça";2296624,40;2242532,00;2268354,78;1658325,32;8465836,50
"351680 Gastão Vidigal";25153,98;20080,73;18898,47;52126,23;116259,41
"351685 Gavião Peixoto";82667,08;132016,42;203032,15;225731,46;643447,11
"351690 General Salgado";346614,83;290401,95;302639,18;242145,42;1181801,38
"351700 Getulina";412026,84;381540,90;501098,85;354104,85;1648771,44
"351710 Glicério";37217,00;72795,13;120791,83;55425,81;286229,77
"351720 Guaiçara";102781,35;114342,88;122538,62;50784,19;390447,04
"351730 Guaimbê";208322,31;198903,52;211284,01;146395,24;764905,08
"351740 Guaíra";1376482,61;1501428,20;1714985,01;1680374,22;6273270,04
"351750 Guapiaçu";963519,79;1092870,56;1237758,82;882414,99;4176564,16
"351760 Guapiara";360851,99;289584,21;363530,34;299252,54;1313219,08
"351770 Guará";686763,75;574783,65;671639,52;506888,84;2440075,76
"351780 Guaraçaí";230741,63;259187,21;271748,51;155763,33;917440,68
"351790 Guaraci";871037,93;866223,50;1007013,03;557819,51;3302093,97
"351800 Guarani d'Oeste";101103,08;59011,17;193071,30;211168,48;564354,03
"351810 Guarantã";13805,54;6843,67;2742,97;6092,52;29484,70
"351820 Guararapes";796556,70;763201,58;869996,80;732661,89;3162416,97
"351830 Guararema";2366699,17;2406272,66;2676198,14;1566102,96;9015272,93
"351840 Guaratinguetá";9798134,22;9564076,06;8692410,22;8087734,49;36142354,99
"351850 Guareí";358259,74;450030,03;509481,33;246450,12;1564221,22
"351860 Guariba";1939804,26;2030581,56;2786097,21;1922929,19;8679412,22
"351870 Guarujá";23752625,42;25302729,69;28450788,45;22324025,00;99830168,56
"351880 Guarulhos";59903487,24;57454453,41;57026198,55;40858217,14;215242356,34
"351885 Guatapará";156966,03;177053,66;96370,14;200417,95;630807,78
"351890 Guzolândia";11040,86;8817,14;9348,66;9675,18;38881,84
"351900 Herculândia";50543,12;17252,58;-;-;67795,70
"351905 Holambra";148101,89;627802,98;726829,74;333383,46;1836118,07
"351907 Hortolândia";10687231,91;11909731,57;13233324,18;8711614,60;44541902,26
"351910 Iacanga";342343,19;351127,92;354741,46;243432,38;1291644,95
"351920 Iacri";66957,67;63646,14;60165,69;21034,75;211804,25
"351925 Iaras";9620,00;14140,00;8210,00;-;31970,00
"351930 Ibaté";1508190,44;1675566,75;1697227,79;1228409,48;6109394,46
"351940 Ibirá";284846,99;275404,44;299678,58;279638,46;1139568,47
"351950 Ibirarema";202499,97;210264,67;304507,15;341547,13;1058818,92
"351960 Ibitinga";1312411,81;1285631,84;1030592,94;1527209,81;5155846,40
