 Produção Ambulatorial do SUS - por gestor -  Brasil
Valor aprovado por Município gestor e Ano processamento
Financiamento: 05 Incentivo - MAC, 06 Média e Alta Complexidade (MAC)
Período:2017-2020
"Município gestor";"2017";"2018";"2019";"2020";"Total"
"313890 Machacalis";58038,14;195225,14;263324,10;238700,69;755288,07
"313900 Machado";1617763,22;1652010,29;1633956,41;1261207,42;6164937,34
"313920 Malacacheta";34650,00;296186,86;410154,68;265844,76;1006836,30
"313925 Mamonas";134162,26;132683,73;139396,21;103474,48;509716,68
"313930 Manga";-;286607,20;476628,58;399898,35;1163134,13
"313940 Manhuaçu";6163559,42;7566330,61;8441925,93;5854356,91;28026172,87
"313950 Manhumirim";146641,60;18934,02;42000,00;22,72;207598,34
"313960 Mantena";-;1031148,15;1927049,17;1102490,88;4060688,20
"313980 Mar de Espanha";23400,00;-;-;-;23400,00
"314000 Mariana";-;-;2350,00;3220,00;5570,00
"314010 Marilac";-;24450,00;36582,90;24900,00;85932,90
"314015 Mário Campos";-;-;56643,47;95631,67;152275,14
"314030 Marliéria";-;-;7950,00;19950,00;27900,00
"314055 Mata Verde";-;-;-;47250,00;47250,00
"314060 Materlândia";46950,00;37800,00;38100,00;26521,38;149371,38
"314070 Mateus Leme";23907,89;-;12213,84;11155,46;47277,19
"317150 Mathias Lobato";42459,51;45389,68;41874,12;25057,48;154780,79
"314085 Matias Cardoso";36000,00;46050,00;53400,00;15000,00;150450,00
"314090 Matipó";5,63;-;-;-;5,63
"314100 Mato Verde";75750,00;201558,83;282586,88;242181,30;802077,01
"314110 Matozinhos";918261,35;1272241,31;1120481,03;808744,02;4119727,71
"314140 Medina";-;432552,17;720346,24;439156,22;1592054,63
"314160 Mercês";30750,00;35550,00;59700,00;22350,00;148350,00
"314170 Mesquita";16500,00;35850,00;42150,00;30000,00;124500,00
"314180 Minas Novas";15697,97;36905,73;109768,77;691626,57;853999,04
"314200 Mirabela";8396,40;251944,63;382307,80;43251,76;685900,59
"314220 Miraí";-;-;33000,00;6000,00;39000,00
"314240 Moema";50250,00;41850,00;45600,00;45000,00;182700,00
"314270 Montalvânia";-;16800,00;127650,00;20400,00;164850,00
"314280 Monte Alegre de Minas";52950,00;53850,00;56100,00;268238,07;431138,07
"314290 Monte Azul";225843,86;972749,30;954095,80;869656,65;3022345,61
"314310 Monte Carmelo";3406929,62;2797278,80;3388219,16;2417165,36;12009592,94
"314315 Monte Formoso";-;8257,16;18497,10;17700,00;44454,26
"314320 Monte Santo de Minas";-;34543,74;34541,69;-;69085,43
"314330 Montes Claros";11410880,04;37166086,01;57710682,47;53591281,17;159878929,69
"314345 Montezuma";-;-;28800,00;30600,00;59400,00
"314350 Morada Nova de Minas";27308,75;24900,00;26063,40;2670,90;80943,05
"314400 Mutum";20550,00;87150,00;89250,00;14550,00;211500,00
"314410 Muzambinho";-;-;-;11221,75;11221,75
"314430 Nanuque";255753,05;200121,53;314431,89;307354,02;1077660,49
"314435 Naque";8700,00;7650,00;11850,00;24900,00;53100,00
"314460 Nepomuceno";-;352586,44;631654,60;477686,40;1461927,44
"314465 Ninheira";-;-;14850,00;70950,00;85800,00
"314480 Nova Lima";13584,51;11783,45;4409,71;1545017,79;1574795,46
"314490 Nova Módica";34800,00;23700,00;23564,10;3346,50;85410,60
"314505 Nova Porteirinha";-;-;37350,00;55950,00;93300,00
"314520 Nova Serrana";29762,25;2214846,65;3479051,49;3143206,87;8866867,26
"314530 Novo Cruzeiro";27832,59;42394,08;454964,29;355577,14;880768,10
"314535 Novo Oriente de Minas";30000,00;36000,00;44700,00;11100,00;121800,00
"314560 Oliveira";33038,08;40500,00;40350,00;9900,00;123788,08
"314580 Onça de Pitangui";26250,00;41250,00;30900,00;3900,00;102300,00
"314585 Oratórios";-;-;-;17100,00;17100,00
"314590 Ouro Branco";1472199,63;1649182,91;1641527,35;1129319,13;5892229,02
"314610 Ouro Preto";2423982,19;2400278,85;2227686,03;1998243,43;9050190,50
"314620 Ouro Verde de Minas";49800,00;4200,00;43978,90;13977,90;111956,80
"314630 Padre Paraíso";262505,72;272812,72;249093,66;141805,80;926217,90
"314655 Pai Pedro";58800,00;78310,75;113000,76;85442,59;335554,10
"314670 Palma";356,52;18351,42;44324,66;17683,12;80715,72
"314675 Palmópolis";31800,00;39300,00;36000,00;-;107100,00
"314710 Pará de Minas";5075172,13;5437624,04;6169277,67;4479201,14;21161274,98
"314700 Paracatu";2271762,50;2182731,29;2447783,87;2018201,24;8920478,90
"314720 Paraguaçu";987595,56;997486,46;899022,26;635961,08;3520065,36
"314760 Passa Quatro";-;239171,89;182089,97;191240,10;612501,96
"314770 Passa Tempo";-;-;8056,20;46124,03;54180,23
"314790 Passos";-;-;-;7810,57;7810,57
"314795 Patis";29550,00;82549,00;54450,00;10650,00;177199,00
"314800 Patos de Minas";16839832,60;14288638,19;14658612,15;12522769,31;58309852,25
"314810 Patrocínio";6644588,47;7649109,28;8873426,84;6795928,25;29963052,84
"314830 Paula Cândido";16087,32;21005,63;34650,00;6900,00;78642,95
"314850 Pavão";15000,00;27000,00;35850,00;8250,00;86100,00
"314860 Peçanha";-;-;120748,56;448893,32;569641,88
"314870 Pedra Azul";21900,00;7350,00;235060,07;532235,02;796545,09
"314875 Pedra Bonita";-;-;14700,00;-;14700,00
"314880 Pedra do Anta";585,99;172,88;-;-;758,87
"314900 Pedra Dourada";6302,91;37500,00;46350,00;31950,00;122102,91
"314910 Pedralva";-;-;12150,00;25050,00;37200,00
"314915 Pedras de Maria da Cruz";-;-;13050,00;16050,00;29100,00
"314930 Pedro Leopoldo";3327953,99;3279361,66;3371646,63;2495042,87;12474005,15
"314940 Pedro Teixeira";-;-;10500,00;11400,00;21900,00
"314970 Perdigão";-;-;13800,00;38400,00;52200,00
"314990 Perdões";811062,88;857620,47;810418,87;374758,66;2853860,88
"314995 Periquito";29850,00;9300,00;22200,00;12900,00;74250,00
"315000 Pescador";42750,00;17850,00;43350,00;42600,00;146550,00
"315015 Piedade de Caratinga";22404,75;16952,40;24000,00;1200,00;64557,15
"315050 Pimenta";-;276,57;-;-;276,57
"315053 Pingo-d'Água";-;-;-;27150,00;27150,00
"315057 Pintópolis";-;-;19350,00;17250,00;36600,00
"315060 Piracema";49800,00;41250,00;61800,00;15750,00;168600,00
"315080 Piranga";-;-;-;2594,34;2594,34
"315120 Pirapora";3943842,99;4706606,49;4721346,33;4023791,09;17395586,90
"315130 Piraúba";-;3600,00;42450,00;5850,00;51900,00
"315140 Pitangui";-;530,00;-;6470,00;7000,00
"315150 Piumhi";57810,68;55698,29;53151,11;6919,09;173579,17
"315160 Planura";-;-;45859,76;85099,34;130959,10
"315170 Poço Fundo";637463,26;741482,49;813871,33;760583,81;2953400,89
"315180 Poços de Caldas";21968313,70;24173989,59;26593109,57;23223429,43;95958842,29
"315200 Pompéu";121851,37;35771,45;-;-;157622,82
"315210 Ponte Nova";9268097,05;9714469,47;10612759,60;9660902,93;39256229,05
"315213 Ponto Chique";-;-;26250,00;9750,00;36000,00
"315217 Ponto dos Volantes";23414,60;40848,40;227958,58;274140,21;566361,79
"315220 Porteirinha";1048825,78;953934,22;953008,62;809125,31;3764893,93
"315240 Poté";45060,21;36952,16;267292,75;225914,91;575220,03
"315250 Pouso Alegre";16709753,80;18170097,19;20581517,82;21766648,54;77228017,35
"315260 Pouso Alto";168451,63;150195,73;183246,03;162283,83;664177,22
"315280 Prata";29250,00;67500,00;27300,00;45150,00;169200,00
"315300 Pratinha";-;-;-;14332,24;14332,24
"315400 Raul Soares";482748,83;476894,17;468478,27;310849,46;1738970,73
"315430 Resplendor";858,20;2121,14;10800,00;15900,00;29679,34
"315445 Riachinho";-;-;22500,00;45380,65;67880,65
"315450 Riacho dos Machados";29550,00;74700,00;72300,00;20100,00;196650,00
"315460 Ribeirão das Neves";10176662,94;10808529,71;8791908,43;6378220,58;36155321,66
"315510 Rio do Prado";-;-;75081,46;63928,74;139010,20
"315500 Rio Doce";-;-;12150,00;6300,00;18450,00
"315520 Rio Espera";-;-;11250,00;5700,00;16950,00
"315540 Rio Novo";27600,00;95663,17;145466,50;145541,81;414271,48
"315550 Rio Paranaíba";-;137144,99;260279,81;204005,38;601430,18
"315560 Rio Pardo de Minas";98250,00;99150,00;119096,77;128675,86;445172,63
"315580 Rio Pomba";26032,80;54900,00;43779,86;11400,00;136112,66
"315600 Rio Vermelho";670,00;187623,05;249308,77;248225,10;685826,92
"315610 Ritápolis";16051,77;-;-;-;16051,77
"315630 Rodeiro";73060,00;60100,00;46200,00;12600,00;191960,00
"315640 Romaria";-;28200,00;41550,00;23850,00;93600,00
"315645 Rosário da Limeira";38136,16;36000,00;36000,00;30000,00;140136,16
"315650 Rubelita";140402,73;125008,17;81322,43;74624,54;421357,87
"315660 Rubim";36000,00;126353,46;133196,15;13686,00;309235,61
"315670 Sabará";3720621,77;4111670,95;5052761,32;3467459,89;16352513,93
"315690 Sacramento";1914123,82;2059014,63;2262130,97;1886934,28;8122203,70
"315700 Salinas";1406343,55;1536565,94;1460619,47;923379,25;5326908,21
"315720 Santa Bárbara";1144821,25;1191040,40;1202040,43;866879,56;4404781,64
"315730 Santa Bárbara do Tugúrio";-;-;4500,00;9000,00;13500,00
"315737 Santa Cruz de Salinas";48300,00;62850,00;48300,00;10800,00;170250,00
"315760 Santa Fé de Minas";-;24261,20;42146,23;17860,93;84268,36
"315765 Santa Helena de Minas";22350,00;18000,00;33000,00;21000,00;94350,00
"315770 Santa Juliana";-;-;16800,00;36150,00;52950,00
"315780 Santa Luzia";11449840,55;10921697,52;10276255,50;11008483,62;43656277,19
"315800 Santa Maria de Itabira";-;-;49305,73;188215,62;237521,35
"315810 Santa Maria do Salto";22800,00;53550,00;44700,00;19350,00;140400,00
"315820 Santa Maria do Suaçuí";-;-;-;41700,00;41700,00
"315940 Santa Rita de Ibitipoca";-;-;-;5700,00;5700,00
"315935 Santa Rita de Minas";29710,00;31800,00;27900,00;10800,00;100210,00
"315960 Santa Rita do Sapucaí";31050,00;37650,00;37500,00;18000,00;124200,00
"315980 Santa Vitória";53959,13;40552,10;40720,77;9815,03;145047,03
"315840 Santana de Cataguases";12300,00;42450,00;39752,32;9450,00;103952,32
"315850 Santana de Pirapama";-;-;-;34800,00;34800,00
"315880 Santana do Jacaré";37500,00;9300,00;17400,00;-;64200,00
"315895 Santana do Paraíso";453572,00;481322,72;550908,47;451767,32;1937570,51
"315910 Santana dos Montes";-;-;6300,00;-;6300,00
"315990 Santo Antônio do Amparo";923963,90;883645,09;913229,06;644835,21;3365673,26
"316040 Santo Antônio do Monte";35082,84;51767,34;78340,91;1969663,00;2134854,09
"316045 Santo Antônio do Retiro";73200,00;79200,00;58350,00;26250,00;237000,00
"316070 Santos Dumont";814224,62;834155,96;921171,66;750980,52;3320532,76
"316100 São Domingos do Prata";141185,36;446309,58;514501,93;348606,44;1450603,31
"316105 São Félix de Minas";63771,96;83521,00;90281,91;29345,01;266919,88
"316110 São Francisco";35372,82;-;-;-;35372,82
"316120 São Francisco de Paula";34258,91;41888,54;46500,00;7200,00;129847,45
"316140 São Francisco do Glória";-;400,00;6000,00;31500,00;37900,00
"316150 São Geraldo";32700,00;39450,00;41850,00;6900,00;120900,00
"316160 São Geraldo da Piedade";36300,00;34350,00;36900,00;12000,00;119550,00
"316180 São Gonçalo do Pará";-;-;1500,00;2400,00;3900,00
"316190 São Gonçalo do Rio Abaixo";-;177,03;297,99;282,87;757,89
"312550 São Gonçalo do Rio Preto";13800,00;8250,00;67800,00;3300,00;93150,00
"316200 São Gonçalo do Sapucaí";52893,52;59260,18;90068,34;107326,33;309548,37
"316210 São Gotardo";987102,10;1353385,44;1978742,51;1435303,51;5754533,56
"316225 São João da Lagoa";-;-;18000,00;30300,00;48300,00
"316240 São João da Ponte";53250,00;73800,00;82350,00;66000,00;275400,00
"316245 São João das Missões";-;-;22200,00;13350,00;35550,00
"316250 São João del Rei";5612615,03;6875177,02;7427884,23;7098678,74;27014355,02
"316257 São João do Manteninha";-;-;-;118056,81;118056,81
"316260 São João do Oriente";-;24900,00;2700,00;2550,00;30150,00
"316265 São João do Pacuí";-;-;-;4350,00;4350,00
"316270 São João do Paraíso";-;440663,66;341026,32;214391,80;996081,78
"316280 São João Evangelista";-;-;-;86230,81;86230,81
"316290 São João Nepomuceno";394350,30;559357,36;718593,39;555801,06;2228102,11
"316292 São Joaquim de Bicas";11826,88;7942,26;757,26;541,80;21068,20
"316330 São José do Divino";36000,00;17700,00;36300,00;7050,00;97050,00
"316370 São Lourenço";2190016,76;2289053,53;3411166,08;2235519,13;10125755,50
"316380 São Miguel do Anta";44550,00;40650,00;44250,00;17250,00;146700,00
"316443 São Sebastião da Vargem Alegre";18000,00;36000,00;36000,00;6000,00;96000,00
"316450 São Sebastião do Maranhão";-;-;-;8850,00;8850,00
"316470 São Sebastião do Paraíso";4835966,69;6136203,84;6891331,88;4907183,87;22770686,28
"316490 São Sebastião do Rio Verde";-;30590,89;43296,44;42730,84;116618,17
"316510 São Tomás de Aquino";-;-;1650,00;5100,00;6750,00
"316530 São Vicente de Minas";8829,88;22556,91;13397,84;3460,47;48245,10
"316553 Sarzedo";28215,41;29648,28;31033,59;13108,64;102005,92
"316556 Sem-Peixe";61050,00;6000,00;-;14698,70;81748,70
"316580 Senador José Bento";-;-;6750,00;4800,00;11550,00
"316590 Senador Modestino Gonçalves";7350,00;99750,00;59100,00;6000,00;172200,00
"316600 Senhora de Oliveira";-;-;30,16;47474,24;47504,40
"316610 Senhora do Porto";30856,82;30000,00;26400,00;3000,00;90256,82
"316650 Serra Azul de Minas";-;-;15000,00;22500,00;37500,00
"316660 Serra da Saudade";36150,00;28500,00;27000,00;6000,00;97650,00
"316680 Serra do Salitre";-;-;35550,00;211241,10;246791,10
"316690 Serrania";43258,07;396200,44;690472,05;586733,76;1716664,32
"316700 Serranos";-;-;18630,80;52841,70;71472,50
"316710 Serro";-;-;-;5,77;5,77
"316720 Sete Lagoas";14235565,21;15501535,51;14796389,86;13383785,61;57917276,19
"316555 Setubinha";-;-;16800,00;21847,32;38647,32
"316730 Silveirânia";-;-;13650,00;14700,00;28350,00
"316750 Simão Pereira";9150,00;-;-;-;9150,00
"316760 Simonésia";-;979,00;274,95;109,98;1363,93
"316770 Sobrália";90000,00;89850,00;90000,00;83250,00;353100,00
"316780 Soledade de Minas";-;40980,63;62123,23;76330,48;179434,34
"316800 Taiobeiras";984969,72;2008861,88;1991307,08;1776887,63;6762026,31
"316850 Teixeiras";39750,00;36900,00;48600,00;21900,00;147150,00
"316860 Teófilo Otoni";12719181,63;14925058,33;17085749,11;16369693,18;61099682,25
"316870 Timóteo";60372,28;40047,81;58269,90;19766,82;178456,81
"316890 Tiros";-;-;17550,00;30900,00;48450,00
"316900 Tocantins";38875,80;32400,00;46200,00;15450,00;132925,80
"316920 Tombos";478475,42;283320,21;356929,40;480513,29;1599238,32
"316930 Três Corações";1016,40;2720148,80;3365179,60;1865789,00;7952133,80
"316935 Três Marias";1278719,80;1161239,36;1399781,71;998155,57;4837896,44
"316940 Três Pontas";3032598,42;3274535,61;3753326,10;2680838,35;12741298,48
"316950 Tumiritinga";9300,00;31650,00;-;-;40950,00
"316960 Tupaciguara";-;-;-;16490,23;16490,23
"316970 Turmalina";1469,63;63809,57;6250,00;4972,24;76501,44
"316990 Ubá";82707,61;55323,52;63634,80;27061,06;228726,99
"317010 Uberaba";35392876,65;35571539,07;37044638,68;26351277,81;134360332,21
"317020 Uberlândia";77794392,02;88217674,91;97205055,99;72781241,29;335998364,21
"317030 Umburatiba";-;-;13500,00;300,00;13800,00
"317040 Unaí";66844,80;2235070,11;5422457,48;5242201,26;12966573,65
"317050 Urucânia";-;-;1474,73;3144,30;4619,03
"317052 Urucuia";27296,76;194241,03;249634,46;180750,85;651923,10
"317057 Vargem Alegre";-;-;-;12300,00;12300,00
"317065 Vargem Grande do Rio Pardo";92536,36;65841,32;66900,00;26850,00;252127,68
"317070 Varginha";6508011,23;26858947,35;31518171,17;28606747,06;93491876,81
"317080 Várzea da Palma";1323851,59;1401409,06;1346237,85;1135519,83;5207018,33
"317090 Varzelândia";-;-;16350,00;7950,00;24300,00
"317100 Vazante";175324,70;408469,48;543817,29;505841,95;1633453,42
"317103 Verdelândia";-;-;27150,00;39300,00;66450,00
"317107 Veredinha";-;-;7050,00;21150,00;28200,00
"317120 Vespasiano";5350682,45;5429328,26;7513367,65;4531043,49;22824421,85
"317130 Viçosa";3574330,73;4296521,61;4175539,78;3774597,99;15820990,11
"317160 Virgem da Lapa";203317,83;269061,71;155332,79;81459,39;709171,72
"317180 Virginópolis";-;-;89762,50;153014,28;242776,78
"317190 Virgolândia";-;-;6300,00;52650,00;58950,00
"317200 Visconde do Rio Branco";90177,91;101074,51;105990,73;48871,42;346114,57
"310000 Minas Gerais - Gestão estadual";274281365,78;228494897,48;216720691,33;184183714,68;903680669,27
"320010 Afonso Cláudio";695929,83;1063655,79;1150386,44;968864,02;3878836,08
"320016 Água Doce do Norte";352053,53;157135,16;208680,92;129172,68;847042,29
"320013 Águia Branca";348811,91;351293,70;396473,70;358023,83;1454603,14
"320020 Alegre";1032929,07;1121502,96;1144540,04;763928,74;4062900,81
"320030 Alfredo Chaves";526959,57;635740,99;466959,72;-;1629660,28
"320035 Alto Rio Novo";-;61207,73;23228,65;-;84436,38
"320040 Anchieta";1664061,01;1608521,96;1740381,59;1257833,99;6270798,55
"320050 Apiacá";328534,77;418924,39;433854,85;412090,61;1593404,62
"320060 Aracruz";4282450,18;4333468,35;3645392,37;3453568,33;15714879,23
"320070 Atilio Vivacqua";551867,22;518087,40;502697,26;389434,79;1962086,67
"320080 Baixo Guandu";855658,84;1054220,12;1094459,66;579398,50;3583737,12
"320090 Barra de São Francisco";2020518,98;2458600,94;3185981,32;2326829,60;9991930,84
"320100 Boa Esperança";181218,01;252524,05;282893,78;352403,17;1069039,01
"320110 Bom Jesus do Norte";613466,30;756268,22;744386,51;687584,88;2801705,91
"320115 Brejetuba";-;325706,83;714010,87;500803,33;1540521,03
"320120 Cachoeiro de Itapemirim";-;1704376,54;2631129,57;1875541,95;6211048,06
"320130 Cariacica";5804067,00;8843945,39;13114445,90;10609576,24;38372034,53
"320140 Castelo";1333076,97;1631351,93;1722354,47;1282481,25;5969264,62
"320150 Colatina";11529573,81;12105148,69;12700342,30;10504967,08;46840031,88
"320160 Conceição da Barra";589458,78;1276403,89;1477615,98;896923,66;4240402,31
"320170 Conceição do Castelo";-;296656,10;698661,26;544627,92;1539945,28
"320180 Divino de São Lourenço";-;-;-;13469,95;13469,95
"320190 Domingos Martins";1404981,49;1222525,35;1304240,26;1114695,38;5046442,48
"320200 Dores do Rio Preto";-;150946,92;313514,91;285174,94;749636,77
"320210 Ecoporanga";487076,23;574910,83;553998,09;345160,47;1961145,62
"320220 Fundão";165260,50;260598,79;325117,71;224711,29;975688,29
"320225 Governador Lindenberg";598242,86;728709,25;721152,50;473554,04;2521658,65
"320230 Guaçuí";-;835868,63;1722693,42;437362,78;2995924,83
"320240 Guarapari";-;633144,43;1145870,75;298953,96;2077969,14
"320245 Ibatiba";1121472,12;1450686,80;1693054,01;1236135,76;5501348,69
"320250 Ibiraçu";66020,62;119523,08;294233,70;226694,09;706471,49
"320255 Ibitirama";-;76592,39;485968,46;445628,77;1008189,62
"320260 Iconha";346603,71;429620,10;655499,15;435323,06;1867046,02
"320265 Irupi";311111,45;378979,09;143411,11;230385,04;1063886,69
"320270 Itaguaçu";655743,77;706179,57;601262,88;217737,22;2180923,44
"320280 Itapemirim";1790274,18;1275625,67;1443598,92;485205,74;4994704,51
"320290 Itarana";295803,40;284291,73;369621,51;382361,84;1332078,48
"320300 Iúna";-;737049,90;996289,47;709882,30;2443221,67
"320305 Jaguaré";2149483,35;2991935,13;3000800,40;2431365,24;10573584,12
"320310 Jerônimo Monteiro";98647,11;148037,95;221098,12;165252,01;633035,19
"320313 João Neiva";941115,72;992076,95;1063945,14;804107,17;3801244,98
"320316 Laranja da Terra";267340,78;241329,10;256999,55;290174,83;1055844,26
"320320 Linhares";8370246,00;11142181,09;12792896,00;12443666,98;44748990,07
"320330 Mantenópolis";689921,07;817854,11;754868,02;418807,16;2681450,36
"320332 Marataízes";-;-;648632,62;149362,79;797995,41
"320334 Marechal Floriano";-;325486,29;794249,00;558115,11;1677850,40
"320335 Marilândia";723406,58;810227,79;792738,15;844330,25;3170702,77
"320340 Mimoso do Sul";899579,94;1152758,20;1139370,58;933985,22;4125693,94
"320350 Montanha";-;164339,01;712388,96;697671,27;1574399,24
"320360 Mucurici";-;55336,18;357190,92;226226,92;638754,02
"320370 Muniz Freire";383323,17;441515,45;511300,27;297229,74;1633368,63
"320380 Muqui";346472,84;440337,18;611701,51;328400,68;1726912,21
"320390 Nova Venécia";2130050,00;3259147,38;3355696,01;2445101,58;11189994,97
"320400 Pancas";631540,30;1057949,96;1273819,72;1057709,08;4021019,06
"320405 Pedro Canário";468907,97;719175,33;1051490,18;626297,55;2865871,03
"320410 Pinheiros";948168,74;1464382,04;935466,30;723417,71;4071434,79
"320420 Piúma";491638,05;197963,45;-;-;689601,50
"320425 Ponto Belo";-;26340,67;367337,59;355268,32;748946,58
"320430 Presidente Kennedy";-;425226,95;1553758,49;1197502,21;3176487,65
"320435 Rio Bananal";683425,65;797123,96;790876,36;708854,70;2980280,67
"320440 Rio Novo do Sul";-;118658,71;344446,61;292027,24;755132,56
"320450 Santa Leopoldina";-;32068,86;369620,61;549788,48;951477,95
"320455 Santa Maria de Jetibá";1481783,81;1482865,46;1424514,64;1286266,30;5675430,21
"320460 Santa Teresa";1112057,84;1557643,00;2189921,53;1526576,80;6386199,17
"320465 São Domingos do Norte";-;230190,25;635835,71;457276,08;1323302,04
"320470 São Gabriel da Palha";1360639,57;1238831,57;1741301,18;805164,68;5145937,00
"320480 São José do Calçado";1154175,97;1141418,61;1829264,61;1321718,74;5446577,93
"320490 São Mateus";-;3600629,59;2915439,18;2233649,96;8749718,73
"320495 São Roque do Canaã";376495,12;411571,55;436260,49;626184,35;1850511,51
"320500 Serra";14378090,40;16616019,54;18128424,70;11834442,25;60956976,89
"320501 Sooretama";-;126423,03;755531,88;649412,17;1531367,08
"320503 Vargem Alta";347415,35;258695,36;447531,50;480397,43;1534039,64
"320506 Venda Nova do Imigrante";1263322,78;1672487,29;1413858,11;1107483,84;5457152,02
"320510 Viana";2367587,92;2871035,98;3520932,86;3083002,08;11842558,84
"320515 Vila Pavão";-;-;204935,95;216234,25;421170,20
"320520 Vila Velha";11969177,36;13494490,35;14925684,23;10416236,78;50805588,72
"320530 Vitória";16423380,10;18451402,53;20076873,44;12558839,56;67510495,63
"320000 Espírito Santo - Gestão estadual";180993294,02;182728913,75;179088978,50;142922962,79;685734149,06
"330010 Angra dos Reis";13835242,14;16327443,71;20878536,34;16933279,89;67974502,08
"330015 Aperibé";773669,40;905842,48;1078864,29;952929,91;3711306,08
"330020 Araruama";5089783,77;7604817,99;9089337,17;9029115,06;30813053,99
"330022 Areal";1020411,32;1061538,08;1012106,49;861286,81;3955342,70
"330023 Armação dos Búzios";1210870,01;1665434,75;1363685,84;995036,55;5235027,15
"330025 Arraial do Cabo";1321368,51;1086607,22;1093834,35;747171,60;4248981,68
"330030 Barra do Piraí";5360225,26;6990732,49;5838112,89;3490707,23;21679777,87
"330040 Barra Mansa";12500981,41;14679518,22;20426394,52;19770277,56;67377171,71
"330045 Belford Roxo";19535148,14;61765363,40;52696347,28;56990406,19;190987265,01
"330050 Bom Jardim";1123167,08;1016942,05;1079415,96;519858,85;3739383,94
"330060 Bom Jesus do Itabapoana";3194894,77;3773398,80;4107939,72;2870952,06;13947185,35
"330070 Cabo Frio";31860518,60;32605536,00;35151358,78;31769088,97;131386502,35
"330080 Cachoeiras de Macacu";3972404,32;4571808,98;4277340,99;3172205,38;15993759,67
"330090 Cambuci";673383,20;793848,22;897606,98;105114,55;2469952,95
"330100 Campos dos Goytacazes";49556952,57;50361847,18;56240021,93;41860987,45;198019809,13
"330110 Cantagalo";1292189,14;1225919,69;1417666,21;955176,83;4890951,87
"330093 Carapebus";1067289,00;1708748,16;1203511,66;887234,00;4866782,82
"330115 Cardoso Moreira";560449,10;828283,55;731723,83;680250,20;2800706,68
"330120 Carmo";533558,26;672727,59;883622,41;794795,01;2884703,27
"330130 Casimiro de Abreu";2808906,72;3009822,53;2936014,84;2415723,60;11170467,69
"330095 Comendador Levy Gasparian";379567,68;378728,92;472087,38;311855,00;1542238,98
"330140 Conceição de Macabu";511426,36;441790,04;308711,99;90052,77;1351981,16
"330150 Cordeiro";1380160,36;1764347,52;2107604,95;1605647,69;6857760,52
"330160 Duas Barras";584919,39;614418,62;637751,95;577764,76;2414854,72
"330170 Duque de Caxias";63338680,64;86980466,62;111100833,80;89339769,91;350759750,97
"330180 Engenheiro Paulo de Frontin";788963,50;1003046,06;1134299,20;897829,00;3824137,76
"330185 Guapimirim";5085540,47;5703818,27;5512489,88;4504591,06;20806439,68
"330187 Iguaba Grande";2169117,98;2020720,71;2316371,99;1787756,98;8293967,66
"330190 Itaboraí";12091548,51;14009108,62;16245631,72;12810415,76;55156704,61
"330200 Itaguaí";4529967,50;4262516,49;5859631,20;3808341,65;18460456,84
"330205 Italva";1103233,90;1073573,58;939221,69;802400,66;3918429,83
"330210 Itaocara";1554702,99;2064650,62;2407688,12;1798581,97;7825623,70
"330220 Itaperuna";21173232,92;21775778,80;22760910,01;7510572,42;73220494,15
"330225 Itatiaia";1587553,32;1788590,83;1738422,33;1559843,34;6674409,82
"330227 Japeri";3326977,92;3809797,61;4045351,91;2986531,00;14168658,44
"330230 Laje do Muriaé";217776,08;670186,08;1039238,28;400776,39;2327976,83
"330240 Macaé";21545696,27;22098284,71;24400380,76;15730718,46;83775080,20
"330245 Macuco";444324,03;503183,98;476913,93;298123,09;1722545,03
"330250 Magé";20653791,77;25860873,44;25204252,33;16962336,77;88681254,31
"330260 Mangaratiba";3252162,91;3424640,61;4270475,05;3342217,13;14289495,70
"330270 Maricá";9279382,40;12961380,28;15154547,62;8500889,63;45896199,93
"330280 Mendes";974289,83;1051933,87;1171868,99;741612,45;3939705,14
"330285 Mesquita";5482523,87;11292098,74;9506283,20;13608084,69;39888990,50
"330290 Miguel Pereira";811170,63;1156340,05;1932436,51;1580636,31;5480583,50
"330300 Miracema";1470804,79;1910293,08;1813534,95;1090782,84;6285415,66
"330310 Natividade";4056957,64;4230098,57;4390807,09;2380774,53;15058637,83
"330320 Nilópolis";6607451,33;9794098,71;4643483,96;10758620,06;31803654,06
"330330 Niterói";49281936,63;50757886,98;52351328,29;33953629,58;186344781,48
"330340 Nova Friburgo";14128809,21;14841112,59;15951639,80;12331856,23;57253417,83
"330350 Nova Iguaçu";34115151,36;36315883,27;36353577,52;30850856,92;137635469,07
"330360 Paracambi";4196329,56;6587258,87;7852010,10;7386941,70;26022540,23
"330370 Paraíba do Sul";1594069,87;1855487,18;1629699,55;1171326,75;6250583,35
"330380 Paraty";2661735,51;3583209,01;3464463,63;2747882,44;12457290,59
"330385 Paty do Alferes";697444,84;779677,96;812114,18;699154,04;2988391,02
"330390 Petrópolis";34796045,80;34195623,99;36041247,86;29894734,12;134927651,77
"330395 Pinheiral";2016647,95;2040852,05;2245644,57;1512609,95;7815754,52
"330400 Piraí";3288305,85;3234177,18;4165249,27;2221418,48;12909150,78
"330410 Porciúncula";1455323,52;1513124,40;1723615,56;954970,17;5647033,65
"330411 Porto Real";1685281,32;1800359,04;2109660,55;1381039,14;6976340,05
"330412 Quatis";878993,12;924532,91;910988,01;474756,92;3189270,96
"330414 Queimados";8842656,59;10670685,26;10808135,78;10477396,92;40798874,55
