,UF,cod_ibge,Mes,Obitos,Regiao
5185,GO,522230,6,1,CO
5186,GO,522230,7,1,CO
5187,GO,522230,12,1,CO
5188,MA,210005,5,18,NE
5189,MA,210005,6,27,NE
5190,MA,210005,7,11,NE
5191,MA,210005,8,16,NE
5192,MA,210005,9,7,NE
5193,MA,210005,10,4,NE
5194,MA,210005,11,7,NE
5195,MA,210005,12,4,NE
5196,MA,210015,12,1,NE
5197,MA,210020,5,3,NE
5198,MA,210020,6,2,NE
5199,MA,210030,7,2,NE
5200,MA,210030,8,1,NE
5201,MA,210040,4,1,NE
5202,MA,210043,6,1,NE
5203,MA,210047,6,2,NE
5204,MA,210047,7,3,NE
5205,MA,210047,8,1,NE
5206,MA,210047,12,1,NE
5207,MA,210050,6,1,NE
5208,MA,210050,7,1,NE
5209,MA,210050,8,2,NE
5210,MA,210060,5,4,NE
5211,MA,210060,6,4,NE
5212,MA,210060,7,3,NE
5213,MA,210060,8,5,NE
5214,MA,210060,9,3,NE
5215,MA,210060,10,1,NE
5216,MA,210060,11,2,NE
5217,MA,210060,12,2,NE
5218,MA,210070,4,1,NE
5219,MA,210070,5,3,NE
5220,MA,210070,6,1,NE
5221,MA,210080,5,1,NE
5222,MA,210080,6,3,NE
5223,MA,210083,5,1,NE
5224,MA,210087,5,1,NE
5225,MA,210087,6,2,NE
5226,MA,210087,8,1,NE
5227,MA,210090,9,1,NE
5228,MA,210095,7,2,NE
5229,MA,210095,8,1,NE
5230,MA,210095,9,1,NE
5231,MA,210100,4,1,NE
5232,MA,210110,4,1,NE
5233,MA,210120,4,3,NE
5234,MA,210120,5,16,NE
5235,MA,210120,6,11,NE
5236,MA,210120,7,1,NE
5237,MA,210120,8,1,NE
5238,MA,210120,9,1,NE
5239,MA,210120,11,2,NE
5240,MA,210125,4,1,NE
5241,MA,210125,5,2,NE
5242,MA,210125,6,1,NE
5243,MA,210130,6,1,NE
5244,MA,210130,8,1,NE
5245,MA,210140,5,2,NE
5246,MA,210140,6,10,NE
5247,MA,210140,7,21,NE
5248,MA,210140,8,20,NE
5249,MA,210140,9,5,NE
5250,MA,210140,10,3,NE
5251,MA,210140,11,1,NE
5252,MA,210150,5,1,NE
5253,MA,210150,7,1,NE
5254,MA,210150,11,1,NE
5255,MA,210150,12,2,NE
5256,MA,210160,5,8,NE
5257,MA,210160,6,1,NE
5258,MA,210160,7,4,NE
5259,MA,210160,10,1,NE
5260,MA,210160,11,1,NE
5261,MA,210160,12,1,NE
5262,MA,210170,5,16,NE
5263,MA,210170,6,4,NE
5264,MA,210177,6,3,NE
5265,MA,210177,7,3,NE
5266,MA,210180,7,1,NE
5267,MA,210180,8,2,NE
5268,MA,210180,9,1,NE
5269,MA,210190,4,1,NE
5270,MA,210190,5,3,NE
5271,MA,210190,6,1,NE
5272,MA,210193,5,2,NE
5273,MA,210197,5,1,NE
5274,MA,210200,4,1,NE
5275,MA,210200,5,1,NE
5276,MA,210200,6,12,NE
5277,MA,210200,7,4,NE
5278,MA,210200,9,1,NE
5279,MA,210203,6,4,NE
5280,MA,210203,7,4,NE
5281,MA,210203,8,1,NE
5282,MA,210203,11,1,NE
5283,MA,210207,8,1,NE
5284,MA,210210,5,11,NE
5285,MA,210210,6,7,NE
5286,MA,210210,7,3,NE
5287,MA,210210,8,1,NE
5288,MA,210215,6,1,NE
5289,MA,210220,6,2,NE
5290,MA,210230,8,2,NE
5291,MA,210232,5,1,NE
5292,MA,210232,6,3,NE
5293,MA,210232,7,5,NE
5294,MA,210232,8,7,NE
5295,MA,210232,9,2,NE
5296,MA,210232,11,1,NE
5297,MA,210232,12,1,NE
5298,MA,210235,5,3,NE
5299,MA,210235,6,3,NE
5300,MA,210235,7,1,NE
5301,MA,210235,9,1,NE
5302,MA,210235,10,1,NE
5303,MA,210237,4,2,NE
5304,MA,210237,12,1,NE
5305,MA,210240,5,4,NE
5306,MA,210240,8,1,NE
5307,MA,210255,5,3,NE
5308,MA,210255,6,1,NE
5309,MA,210255,7,5,NE
5310,MA,210255,8,2,NE
5311,MA,210255,9,1,NE
5312,MA,210255,10,1,NE
5313,MA,210260,5,2,NE
5314,MA,210260,10,1,NE
5315,MA,210260,11,1,NE
5316,MA,210280,5,1,NE
5317,MA,210280,6,1,NE
5318,MA,210280,7,4,NE
5319,MA,210280,8,2,NE
5320,MA,210290,5,9,NE
5321,MA,210290,6,3,NE
5322,MA,210300,5,15,NE
5323,MA,210300,6,27,NE
5324,MA,210300,7,50,NE
5325,MA,210300,8,16,NE
5326,MA,210300,9,8,NE
5327,MA,210300,10,8,NE
5328,MA,210300,11,10,NE
5329,MA,210300,12,6,NE
5330,MA,210310,5,1,NE
5331,MA,210312,6,1,NE
5332,MA,210315,5,1,NE
5333,MA,210317,4,1,NE
5334,MA,210317,5,2,NE
5335,MA,210320,5,19,NE
5336,MA,210320,6,24,NE
5337,MA,210320,7,9,NE
5338,MA,210320,8,9,NE
5339,MA,210320,9,1,NE
5340,MA,210320,10,3,NE
5341,MA,210320,11,3,NE
5342,MA,210320,12,1,NE
5343,MA,210325,9,1,NE
5344,MA,210325,10,1,NE
5345,MA,210325,12,1,NE
5346,MA,210330,5,45,NE
5347,MA,210330,6,35,NE
5348,MA,210330,7,15,NE
5349,MA,210330,8,6,NE
5350,MA,210330,9,5,NE
5351,MA,210330,10,3,NE
5352,MA,210330,11,1,NE
5353,MA,210340,5,3,NE
5354,MA,210340,6,5,NE
5355,MA,210340,9,1,NE
5356,MA,210350,6,3,NE
5357,MA,210350,7,1,NE
5358,MA,210350,8,1,NE
5359,MA,210350,12,1,NE
5360,MA,210355,5,5,NE
5361,MA,210355,6,4,NE
5362,MA,210360,5,1,NE
5363,MA,210360,6,4,NE
5364,MA,210360,9,2,NE
5365,MA,210370,4,3,NE
5366,MA,210370,5,1,NE
5367,MA,210370,7,1,NE
5368,MA,210370,8,1,NE
5369,MA,210375,4,2,NE
5370,MA,210375,5,6,NE
5371,MA,210375,6,5,NE
5372,MA,210375,7,1,NE
5373,MA,210375,8,2,NE
5374,MA,210375,10,1,NE
5375,MA,210375,11,1,NE
5376,MA,210375,12,1,NE
5377,MA,210380,5,1,NE
5378,MA,210390,4,2,NE
5379,MA,210390,5,1,NE
5380,MA,210390,6,4,NE
5381,MA,210390,7,1,NE
5382,MA,210390,8,2,NE
5383,MA,210400,4,1,NE
5384,MA,210400,5,5,NE
5385,MA,210400,6,1,NE
5386,MA,210405,5,7,NE
5387,MA,210405,6,3,NE
5388,MA,210405,7,8,NE
5389,MA,210405,8,1,NE
5390,MA,210405,9,4,NE
5391,MA,210405,10,2,NE
5392,MA,210405,11,1,NE
5393,MA,210405,12,2,NE
5394,MA,210407,8,1,NE
5395,MA,210408,8,1,NE
5396,MA,210409,5,1,NE
5397,MA,210409,9,1,NE
5398,MA,210409,11,1,NE
5399,MA,210409,12,1,NE
5400,MA,210410,7,1,NE
5401,MA,210410,8,2,NE
5402,MA,210430,5,2,NE
5403,MA,210440,5,1,NE
5404,MA,210440,8,1,NE
5405,MA,210455,5,3,NE
5406,MA,210455,6,3,NE
5407,MA,210455,7,2,NE
5408,MA,210455,10,1,NE
5409,MA,210465,5,3,NE
5410,MA,210465,6,1,NE
5411,MA,210467,6,1,NE
5412,MA,210470,5,1,NE
5413,MA,210470,7,1,NE
5414,MA,210480,5,2,NE
5415,MA,210480,6,4,NE
5416,MA,210480,7,5,NE
5417,MA,210480,8,1,NE
5418,MA,210480,9,2,NE
5419,MA,210480,10,7,NE
5420,MA,210490,5,4,NE
5421,MA,210500,5,2,NE
5422,MA,210500,11,1,NE
5423,MA,210510,4,1,NE
5424,MA,210510,5,2,NE
5425,MA,210515,5,2,NE
5426,MA,210515,6,1,NE
5427,MA,210515,7,1,NE
5428,MA,210515,8,1,NE
5429,MA,210520,5,1,NE
5430,MA,210520,8,1,NE
5431,MA,210520,11,1,NE
5432,MA,210530,4,11,NE
5433,MA,210530,5,154,NE
5434,MA,210530,6,94,NE
5435,MA,210530,7,43,NE
5436,MA,210530,8,41,NE
5437,MA,210530,9,47,NE
5438,MA,210530,10,26,NE
5439,MA,210530,11,5,NE
5440,MA,210530,12,9,NE
5441,MA,210535,8,1,NE
5442,MA,210535,9,1,NE
5443,MA,210540,5,1,NE
5444,MA,210540,6,2,NE
5445,MA,210542,5,3,NE
5446,MA,210542,6,1,NE
5447,MA,210542,7,2,NE
5448,MA,210542,8,2,NE
5449,MA,210542,10,1,NE
5450,MA,210547,5,2,NE
5451,MA,210547,6,1,NE
5452,MA,210547,7,7,NE
5453,MA,210547,8,2,NE
5454,MA,210547,9,1,NE
5455,MA,210550,5,9,NE
5456,MA,210550,6,11,NE
5457,MA,210550,7,1,NE
5458,MA,210550,8,5,NE
5459,MA,210550,9,3,NE
5460,MA,210550,10,1,NE
5461,MA,210550,11,3,NE
5462,MA,210550,12,1,NE
5463,MA,210570,4,2,NE
5464,MA,210570,5,26,NE
5465,MA,210570,6,10,NE
5466,MA,210570,7,1,NE
5467,MA,210590,6,2,NE
5468,MA,210590,7,1,NE
5469,MA,210594,5,1,NE
5470,MA,210598,7,2,NE
5471,MA,210598,8,6,NE
5472,MA,210598,11,1,NE
5473,MA,210600,5,6,NE
5474,MA,210620,5,2,NE
5475,MA,210630,5,1,NE
5476,MA,210630,12,3,NE
5477,MA,210632,4,1,NE
5478,MA,210632,5,1,NE
5479,MA,210635,6,2,NE
5480,MA,210635,8,1,NE
5481,MA,210637,6,2,NE
5482,MA,210640,5,1,NE
5483,MA,210640,6,1,NE
5484,MA,210640,7,1,NE
5485,MA,210640,8,2,NE
5486,MA,210640,12,1,NE
5487,MA,210650,5,1,NE
5488,MA,210650,6,1,NE
5489,MA,210650,12,1,NE
5490,MA,210660,8,1,NE
5491,MA,210667,7,1,NE
5492,MA,210675,5,4,NE
5493,MA,210675,6,2,NE
5494,MA,210675,8,1,NE
5495,MA,210675,11,1,NE
5496,MA,210680,4,2,NE
5497,MA,210680,5,3,NE
5498,MA,210680,6,1,NE
5499,MA,210690,4,3,NE
5500,MA,210690,5,5,NE
5501,MA,210690,6,4,NE
5502,MA,210690,7,1,NE
5503,MA,210700,5,1,NE
5504,MA,210700,6,2,NE
5505,MA,210700,7,1,NE
5506,MA,210700,8,1,NE
5507,MA,210700,10,1,NE
5508,MA,210710,4,1,NE
5509,MA,210720,6,1,NE
5510,MA,210735,5,3,NE
5511,MA,210735,6,1,NE
5512,MA,210735,7,1,NE
5513,MA,210735,8,1,NE
5514,MA,210740,4,1,NE
5515,MA,210740,5,1,NE
5516,MA,210740,6,1,NE
5517,MA,210745,5,3,NE
5518,MA,210750,4,15,NE
5519,MA,210750,5,42,NE
5520,MA,210750,6,10,NE
5521,MA,210750,8,1,NE
5522,MA,210750,9,1,NE
5523,MA,210750,12,1,NE
5524,MA,210760,5,1,NE
5525,MA,210770,8,2,NE
5526,MA,210770,9,1,NE
5527,MA,210780,5,1,NE
5528,MA,210780,12,1,NE
5529,MA,210790,10,1,NE
5530,MA,210800,5,1,NE
5531,MA,210800,12,1,NE
5532,MA,210805,6,1,NE
5533,MA,210810,6,1,NE
5534,MA,210820,5,14,NE
5535,MA,210820,6,1,NE
5536,MA,210830,5,3,NE
5537,MA,210840,5,2,NE
5538,MA,210850,5,3,NE
5539,MA,210850,6,3,NE
5540,MA,210850,7,1,NE
5541,MA,210850,8,2,NE
5542,MA,210860,5,8,NE
5543,MA,210860,6,7,NE
5544,MA,210860,9,2,NE
5545,MA,210860,12,1,NE
5546,MA,210870,5,1,NE
5547,MA,210870,6,2,NE
5548,MA,210870,7,4,NE
5549,MA,210870,8,1,NE
5550,MA,210870,11,1,NE
5551,MA,210880,4,1,NE
5552,MA,210880,6,1,NE
5553,MA,210900,5,3,NE
5554,MA,210900,6,5,NE
5555,MA,210900,7,6,NE
5556,MA,210900,8,7,NE
5557,MA,210900,9,4,NE
5558,MA,210900,11,2,NE
5559,MA,210900,12,1,NE
5560,MA,210905,6,1,NE
5561,MA,210910,5,2,NE
5562,MA,210910,7,1,NE
5563,MA,210910,8,1,NE
5564,MA,210923,4,1,NE
5565,MA,210927,5,4,NE
5566,MA,210927,6,1,NE
5567,MA,210940,5,2,NE
5568,MA,210945,4,5,NE
5569,MA,210945,5,3,NE
5570,MA,210945,6,2,NE
5571,MA,210950,7,3,NE
5572,MA,210950,9,1,NE
5573,MA,210950,10,2,NE
5574,MA,210950,11,1,NE
5575,MA,210950,12,1,NE
5576,MA,210955,5,3,NE
5577,MA,210955,6,5,NE
5578,MA,210960,4,3,NE
5579,MA,210960,5,5,NE
5580,MA,210960,6,2,NE
5581,MA,210960,8,2,NE
5582,MA,210980,5,3,NE
5583,MA,210980,11,1,NE
5584,MA,210980,12,1,NE
5585,MA,210990,5,35,NE
5586,MA,210990,6,37,NE
5587,MA,210990,7,9,NE
5588,MA,210990,8,2,NE
5589,MA,210990,9,4,NE
5590,MA,210990,10,1,NE
5591,MA,210990,11,1,NE
5592,MA,210990,12,1,NE
5593,MA,211000,5,2,NE
5594,MA,211000,6,8,NE
5595,MA,211000,7,1,NE
5596,MA,211000,8,3,NE
5597,MA,211000,9,2,NE
5598,MA,211003,6,3,NE
5599,MA,211003,7,1,NE
5600,MA,211010,4,1,NE
5601,MA,211010,5,1,NE
5602,MA,211010,6,3,NE
5603,MA,211010,7,2,NE
5604,MA,211020,4,2,NE
5605,MA,211020,5,1,NE
5606,MA,211020,6,1,NE
5607,MA,211023,5,1,NE
5608,MA,211023,7,2,NE
5609,MA,211030,5,2,NE
5610,MA,211040,4,2,NE
5611,MA,211040,5,2,NE
5612,MA,211040,6,5,NE
5613,MA,211040,7,3,NE
5614,MA,211040,10,4,NE
5615,MA,211050,5,2,NE
5616,MA,211060,5,6,NE
5617,MA,211060,6,6,NE
5618,MA,211060,7,3,NE
5619,MA,211060,8,1,NE
5620,MA,211060,12,1,NE
5621,MA,211070,5,1,NE
5622,MA,211070,6,1,NE
5623,MA,211070,7,1,NE
5624,MA,211070,8,2,NE
5625,MA,211080,8,2,NE
5626,MA,211085,11,1,NE
5627,MA,211090,10,1,NE
5628,MA,211090,11,1,NE
5629,MA,211100,4,1,NE
5630,MA,211100,5,3,NE
5631,MA,211102,5,2,NE
5632,MA,211102,6,2,NE
5633,MA,211102,7,1,NE
5634,MA,211102,8,1,NE
5635,MA,211105,7,1,NE
5636,MA,211105,11,2,NE
5637,MA,211105,12,1,NE
5638,MA,211107,5,1,NE
5639,MA,211107,7,1,NE
5640,MA,211110,5,3,NE
5641,MA,211110,6,1,NE
5642,MA,211110,8,2,NE
5643,MA,211110,9,1,NE
5644,MA,211110,10,1,NE
5645,MA,211110,11,2,NE
5646,MA,211120,4,25,NE
5647,MA,211120,5,59,NE
5648,MA,211120,6,14,NE
5649,MA,211120,7,1,NE
5650,MA,211120,8,2,NE
5651,MA,211120,9,3,NE
5652,MA,211120,11,1,NE
5653,MA,211130,3,2,NE
5654,MA,211130,4,415,NE
5655,MA,211130,5,588,NE
5656,MA,211130,6,106,NE
5657,MA,211130,7,17,NE
5658,MA,211130,8,12,NE
5659,MA,211130,9,5,NE
5660,MA,211130,10,2,NE
5661,MA,211130,11,6,NE
5662,MA,211130,12,10,NE
5663,MA,211140,7,1,NE
5664,MA,211150,12,1,NE
5665,MA,211153,11,1,NE
5666,MA,211157,7,1,NE
5667,MA,211157,8,1,NE
5668,MA,211160,6,1,NE
5669,MA,211160,7,5,NE
5670,MA,211160,8,10,NE
5671,MA,211160,9,3,NE
5672,MA,211160,10,3,NE
5673,MA,211163,5,1,NE
5674,MA,211167,9,1,NE
5675,MA,211172,6,1,NE
5676,MA,211176,4,1,NE
5677,MA,211176,5,5,NE
5678,MA,211176,6,1,NE
5679,MA,211176,8,3,NE
5680,MA,211176,9,1,NE
5681,MA,211178,4,1,NE
5682,MA,211178,6,1,NE
5683,MA,211180,7,1,NE
5684,MA,211180,8,3,NE
5685,MA,211180,9,1,NE
5686,MA,211180,11,1,NE
5687,MA,211195,8,1,NE
5688,MA,211210,7,1,NE
5689,MA,211220,5,11,NE
5690,MA,211220,6,32,NE
5691,MA,211220,7,19,NE
5692,MA,211220,8,11,NE
5693,MA,211220,9,12,NE
5694,MA,211220,10,7,NE
5695,MA,211220,11,3,NE
5696,MA,211220,12,7,NE
5697,MA,211223,5,4,NE
5698,MA,211227,5,3,NE
5699,MA,211227,6,1,NE
5700,MA,211227,7,3,NE
5701,MA,211227,11,1,NE
5702,MA,211230,6,1,NE
5703,MA,211230,8,2,NE
5704,MA,211240,5,2,NE
5705,MA,211240,6,2,NE
5706,MA,211240,7,1,NE
5707,MA,211245,5,1,NE
5708,MA,211245,6,1,NE
5709,MA,211245,7,1,NE
5710,MA,211250,4,1,NE
5711,MA,211250,5,7,NE
5712,MA,211250,6,9,NE
5713,MA,211250,7,1,NE
5714,MA,211250,8,1,NE
5715,MA,211260,5,1,NE
5716,MA,211260,8,1,NE
5717,MA,211270,4,1,NE
5718,MA,211270,5,2,NE
5719,MA,211270,6,3,NE
5720,MA,211270,7,2,NE
5721,MA,211270,8,1,NE
5722,MA,211280,5,6,NE
5723,MA,211280,6,1,NE
5724,MA,211280,12,1,NE
5725,MA,211285,5,1,NE
5726,MA,211285,6,1,NE
5727,MA,211285,7,1,NE
5728,MA,211285,11,2,NE
5729,MA,211300,6,7,NE
5730,MA,211300,7,9,NE
5731,MA,211300,8,2,NE
5732,MA,211400,4,2,NE
5733,MA,211400,5,12,NE
5734,MA,211400,6,12,NE
5735,MA,211400,7,7,NE
5736,MA,211400,9,2,NE
5737,MA,211400,10,1,NE
5738,MG,310010,7,1,SE
5739,MG,310020,8,1,SE
5740,MG,310020,9,2,SE
5741,MG,310020,12,2,SE
5742,MG,310030,10,1,SE
5743,MG,310030,12,1,SE
5744,MG,310040,6,1,SE
5745,MG,310040,10,1,SE
5746,MG,310040,11,1,SE
5747,MG,310050,5,1,SE
5748,MG,310050,8,1,SE
5749,MG,310050,9,1,SE
5750,MG,310050,10,2,SE
5751,MG,310050,12,1,SE
5752,MG,310060,9,1,SE
5753,MG,310060,12,2,SE
5754,MG,310080,7,3,SE
5755,MG,310090,7,4,SE
5756,MG,310090,8,3,SE
5757,MG,310090,9,1,SE
5758,MG,310090,12,2,SE
5759,MG,310100,11,1,SE
5760,MG,310100,12,3,SE
5761,MG,310110,7,2,SE
5762,MG,310110,8,4,SE
5763,MG,310110,9,1,SE
5764,MG,310110,10,1,SE
5765,MG,310110,11,4,SE
5766,MG,310110,12,3,SE
5767,MG,310120,8,1,SE
5768,MG,310120,9,2,SE
5769,MG,310120,10,1,SE
5770,MG,310140,8,2,SE
5771,MG,310140,10,3,SE
5772,MG,310150,5,2,SE
5773,MG,310150,6,5,SE
5774,MG,310150,7,3,SE
5775,MG,310150,8,2,SE
5776,MG,310150,9,2,SE
5777,MG,310150,10,2,SE
5778,MG,310150,11,3,SE
5779,MG,310150,12,9,SE
5780,MG,310160,7,21,SE
5781,MG,310160,8,5,SE
5782,MG,310160,9,8,SE
5783,MG,310160,10,21,SE
5784,MG,310160,11,5,SE
5785,MG,310160,12,4,SE
5786,MG,310163,5,1,SE
5787,MG,310163,12,1,SE
5788,MG,310170,6,1,SE
5789,MG,310170,7,9,SE
5790,MG,310170,8,2,SE
5791,MG,310170,10,1,SE
5792,MG,310170,11,2,SE
5793,MG,310170,12,6,SE
5794,MG,310180,5,1,SE
5795,MG,310180,7,3,SE
5796,MG,310180,8,1,SE
5797,MG,310180,9,1,SE
5798,MG,310180,11,1,SE
5799,MG,310180,12,5,SE
5800,MG,310190,7,4,SE
5801,MG,310190,11,1,SE
5802,MG,310200,8,1,SE
5803,MG,310200,9,1,SE
5804,MG,310200,12,2,SE
5805,MG,310205,9,1,SE
5806,MG,310205,12,3,SE
5807,MG,310210,6,1,SE
5808,MG,310210,9,2,SE
5809,MG,310210,11,1,SE
5810,MG,310210,12,8,SE
5811,MG,310220,5,1,SE
5812,MG,310230,8,1,SE
5813,MG,310240,6,1,SE
5814,MG,310250,9,1,SE
5815,MG,310250,12,2,SE
5816,MG,310260,5,1,SE
5817,MG,310260,7,3,SE
5818,MG,310260,8,4,SE
5819,MG,310260,9,5,SE
5820,MG,310260,10,3,SE
5821,MG,310260,11,3,SE
5822,MG,310260,12,2,SE
5823,MG,310270,8,2,SE
5824,MG,310270,12,1,SE
5825,MG,310280,12,3,SE
5826,MG,310290,9,2,SE
5827,MG,310290,12,1,SE
5828,MG,310300,6,1,SE
5829,MG,310300,8,1,SE
5830,MG,310300,11,2,SE
5831,MG,310300,12,1,SE
5832,MG,310310,11,2,SE
5833,MG,310330,11,1,SE
5834,MG,310330,12,3,SE
5835,MG,310340,10,1,SE
5836,MG,310340,11,2,SE
5837,MG,310340,12,3,SE
5838,MG,310350,4,1,SE
5839,MG,310350,6,8,SE
5840,MG,310350,7,33,SE
5841,MG,310350,8,21,SE
5842,MG,310350,9,17,SE
5843,MG,310350,10,20,SE
5844,MG,310350,11,9,SE
5845,MG,310350,12,10,SE
5846,MG,310360,6,1,SE
5847,MG,310360,11,1,SE
5848,MG,310375,6,1,SE
5849,MG,310375,7,1,SE
5850,MG,310375,8,3,SE
5851,MG,310375,9,4,SE
5852,MG,310375,10,4,SE
5853,MG,310375,11,1,SE
5854,MG,310375,12,1,SE
5855,MG,310390,8,1,SE
5856,MG,310400,4,1,SE
5857,MG,310400,5,3,SE
5858,MG,310400,6,3,SE
5859,MG,310400,7,3,SE
5860,MG,310400,8,10,SE
5861,MG,310400,9,6,SE
5862,MG,310400,10,11,SE
5863,MG,310400,11,4,SE
5864,MG,310400,12,2,SE
5865,MG,310410,9,1,SE
5866,MG,310410,10,1,SE
5867,MG,310410,11,1,SE
5868,MG,310420,6,1,SE
5869,MG,310420,7,2,SE
5870,MG,310420,8,2,SE
5871,MG,310420,9,1,SE
5872,MG,310420,10,8,SE
5873,MG,310420,11,2,SE
5874,MG,310430,10,3,SE
5875,MG,310440,6,1,SE
5876,MG,310440,9,1,SE
5877,MG,310440,11,1,SE
5878,MG,310440,12,1,SE
5879,MG,310450,7,1,SE
5880,MG,310450,9,1,SE
5881,MG,310450,10,1,SE
5882,MG,310450,12,1,SE
5883,MG,310460,5,1,SE
5884,MG,310460,7,2,SE
5885,MG,310460,8,1,SE
5886,MG,310460,11,3,SE
5887,MG,310460,12,6,SE
5888,MG,310470,6,2,SE
5889,MG,310470,7,2,SE
5890,MG,310470,12,1,SE
5891,MG,310480,12,1,SE
5892,MG,310490,7,1,SE
5893,MG,310490,8,1,SE
5894,MG,310490,9,2,SE
5895,MG,310490,10,3,SE
5896,MG,310490,12,1,SE
5897,MG,310500,7,1,SE
5898,MG,310500,8,3,SE
5899,MG,310500,9,1,SE
5900,MG,310510,8,1,SE
5901,MG,310520,6,1,SE
5902,MG,310520,12,7,SE
5903,MG,310530,10,1,SE
5904,MG,310530,11,1,SE
5905,MG,310530,12,1,SE
5906,MG,310540,7,1,SE
5907,MG,310540,8,2,SE
5908,MG,310540,9,1,SE
5909,MG,310540,10,2,SE
5910,MG,310540,12,2,SE
5911,MG,310550,8,1,SE
5912,MG,310550,9,1,SE
5913,MG,310550,10,1,SE
5914,MG,310550,12,2,SE
5915,MG,310560,4,1,SE
5916,MG,310560,5,4,SE
5917,MG,310560,6,2,SE
5918,MG,310560,7,1,SE
5919,MG,310560,8,4,SE
5920,MG,310560,9,4,SE
5921,MG,310560,10,3,SE
5922,MG,310560,11,6,SE
5923,MG,310560,12,10,SE
5924,MG,310590,9,2,SE
5925,MG,310600,6,1,SE
5926,MG,310600,11,1,SE
5927,MG,310600,12,3,SE
5928,MG,310610,4,1,SE
5929,MG,310610,7,1,SE
5930,MG,310610,11,1,SE
5931,MG,310620,3,2,SE
5932,MG,310620,4,20,SE
5933,MG,310620,5,39,SE
5934,MG,310620,6,180,SE
5935,MG,310620,7,554,SE
5936,MG,310620,8,425,SE
5937,MG,310620,9,257,SE
5938,MG,310620,10,160,SE
5939,MG,310620,11,159,SE
5940,MG,310620,12,360,SE
5941,MG,310630,6,4,SE
5942,MG,310630,7,2,SE
5943,MG,310630,8,3,SE
5944,MG,310630,9,2,SE
5945,MG,310630,10,1,SE
5946,MG,310630,11,2,SE
5947,MG,310630,12,7,SE
5948,MG,310640,4,1,SE
5949,MG,310640,8,1,SE
5950,MG,310640,9,1,SE
5951,MG,310640,12,3,SE
5952,MG,310670,4,2,SE
5953,MG,310670,5,10,SE
5954,MG,310670,6,26,SE
5955,MG,310670,7,68,SE
5956,MG,310670,8,80,SE
5957,MG,310670,9,23,SE
5958,MG,310670,10,30,SE
5959,MG,310670,11,20,SE
5960,MG,310670,12,80,SE
5961,MG,310680,9,1,SE
5962,MG,310680,12,1,SE
5963,MG,310690,8,1,SE
5964,MG,310690,11,1,SE
5965,MG,310690,12,4,SE
5966,MG,310710,5,2,SE
5967,MG,310710,6,3,SE
5968,MG,310710,7,2,SE
5969,MG,310710,8,1,SE
5970,MG,310710,9,5,SE
5971,MG,310710,10,6,SE
5972,MG,310710,11,1,SE
5973,MG,310710,12,1,SE
5974,MG,310720,8,1,SE
5975,MG,310720,10,1,SE
5976,MG,310730,6,1,SE
5977,MG,310730,7,1,SE
5978,MG,310730,9,2,SE
5979,MG,310730,10,3,SE
5980,MG,310730,12,3,SE
5981,MG,310740,5,1,SE
5982,MG,310740,7,2,SE
5983,MG,310740,8,6,SE
5984,MG,310740,9,6,SE
5985,MG,310740,10,4,SE
5986,MG,310740,11,2,SE
5987,MG,310740,12,5,SE
5988,MG,310760,9,1,SE
5989,MG,310770,8,1,SE
5990,MG,310770,9,1,SE
5991,MG,310770,12,2,SE
5992,MG,310780,6,4,SE
5993,MG,310780,7,2,SE
5994,MG,310780,11,2,SE
5995,MG,310780,12,1,SE
5996,MG,310790,5,1,SE
5997,MG,310790,8,4,SE
5998,MG,310790,12,3,SE
5999,MG,310800,7,1,SE
6000,MG,310810,4,1,SE
6001,MG,310810,8,1,SE
6002,MG,310810,12,1,SE
6003,MG,310820,7,5,SE
6004,MG,310820,8,1,SE
6005,MG,310820,10,1,SE
6006,MG,310820,11,2,SE
6007,MG,310830,7,9,SE
6008,MG,310830,8,3,SE
6009,MG,310830,9,3,SE
6010,MG,310830,10,2,SE
6011,MG,310830,11,1,SE
6012,MG,310840,6,1,SE
6013,MG,310840,12,2,SE
6014,MG,310850,12,1,SE
6015,MG,310855,7,1,SE
6016,MG,310855,12,1,SE
6017,MG,310860,7,2,SE
6018,MG,310860,9,2,SE
6019,MG,310860,10,1,SE
6020,MG,310870,10,1,SE
6021,MG,310870,12,3,SE
6022,MG,310880,7,1,SE
6023,MG,310880,8,1,SE
6024,MG,310880,12,1,SE
6025,MG,310890,7,1,SE
6026,MG,310890,8,2,SE
6027,MG,310890,12,5,SE
6028,MG,310900,7,3,SE
6029,MG,310900,8,4,SE
6030,MG,310900,9,5,SE
6031,MG,310900,10,2,SE
6032,MG,310900,11,1,SE
6033,MG,310900,12,5,SE
6034,MG,310910,5,1,SE
6035,MG,310910,6,2,SE
6036,MG,310910,8,1,SE
6037,MG,310910,10,2,SE
6038,MG,310920,6,1,SE
6039,MG,310920,9,1,SE
6040,MG,310920,12,1,SE
6041,MG,310925,7,1,SE
6042,MG,310925,12,5,SE
6043,MG,310930,7,1,SE
6044,MG,310930,8,2,SE
6045,MG,310930,12,2,SE
6046,MG,310940,7,4,SE
6047,MG,310940,8,1,SE
6048,MG,310940,9,1,SE
6049,MG,310940,10,1,SE
6050,MG,310940,12,2,SE
6051,MG,310945,8,2,SE
6052,MG,310950,10,2,SE
6053,MG,310950,12,1,SE
6054,MG,310960,9,1,SE
6055,MG,310960,11,1,SE
6056,MG,310970,9,2,SE
6057,MG,310970,10,1,SE
