 Produção Ambulatorial do SUS - por gestor -  Brasil
Qtd.aprovada por Município gestor e Ano processamento
Período:2017-2020
"Município gestor";"2017";"2018";"2019";"2020";"Total"
"250410 Carrapateira";433;-;733;623;1789
"250415 Casserengue";67571;3858;4253;2373;78055
"250420 Catingueira";34941;6260;6210;4150;51561
"250430 Catolé do Rocha";278372;197744;210524;142884;829524
"250435 Caturité";117573;89245;43626;33308;283752
"250440 Conceição";206066;62464;70918;49969;389417
"250450 Condado";87416;14101;14585;9750;125852
"250460 Conde";202744;114019;78115;60899;455777
"250470 Congo";69670;28736;20476;15078;133960
"250480 Coremas";86886;64050;67513;352389;570838
"250485 Coxixola";21637;11185;8735;3297;44854
"250490 Cruz do Espírito Santo";62979;3246;17902;29288;113415
"250500 Cubati";74518;24867;21152;4824;125361
"250510 Cuité";123173;345790;192177;654344;1315484
"250523 Cuité de Mamanguape";59871;61533;66135;62023;249562
"250520 Cuitegi";28760;1342;3283;2258;35643
"250527 Curral de Cima";71231;18488;18833;25534;134086
"250530 Curral Velho";21284;240;340;825;22689
"250535 Damião";24475;637;642;864;26618
"250540 Desterro";33126;33420;44264;9427;120237
"250560 Diamante";80588;22244;22015;21882;146729
"250570 Dona Inês";967623;100792;80133;71399;1219947
"250580 Duas Estradas";33296;4433;3614;2000;43343
"250590 Emas";12598;159;216;837;13810
"250600 Esperança";277765;183719;212070;118267;791821
"250610 Fagundes";23711;1447;906;59;26123
"250620 Frei Martinho";43069;23628;38638;28760;134095
"250625 Gado Bravo";56837;20174;18764;13019;108794
"250630 Guarabira";718516;451030;663426;199398;2032370
"250640 Gurinhém";146795;31819;57410;25635;261659
"250650 Gurjão";44815;20920;21033;20720;107488
"250660 Ibiara";56943;12117;16510;11434;97004
"250260 Igaracy";42901;4267;8088;11471;66727
"250670 Imaculada";30185;12542;38873;27740;109340
"250680 Ingá";124268;105309;143734;109834;483145
"250690 Itabaiana";306665;171725;220746;140328;839464
"250700 Itaporanga";275529;159868;154136;102517;692050
"250710 Itapororoca";23511;19886;29398;10893;83688
"250720 Itatuba";70205;19005;23374;17159;129743
"250730 Jacaraú";138182;52297;40336;30961;261776
"250740 Jericó";116540;38089;59888;30175;244692
"250750 João Pessoa";7845785;9068027;9531130;5189034;31633976
"251365 Joca Claudino";18413;6460;9830;8699;43402
"250760 Juarez Távora";27972;8026;13304;10493;59795
"250770 Juazeirinho";132432;73466;160893;41329;408120
"250780 Junco do Seridó";51452;128;397;1697;53674
"250790 Juripiranga";201290;98352;115478;66128;481248
"250800 Juru";103412;60782;76374;34457;275025
"250810 Lagoa";28434;15753;16079;10709;70975
"250820 Lagoa de Dentro";43641;22277;27717;21771;115406
"250830 Lagoa Seca";208993;87369;95067;61381;452810
"250840 Lastro";2888;3727;4868;6379;17862
"250850 Livramento";45884;12014;16589;13279;87766
"250855 Logradouro";49919;13359;12836;8914;85028
"250860 Lucena";99235;43442;51794;31949;226420
"250870 Mãe d'Água";36227;9072;6530;2411;54240
"250880 Malta";32181;1445;901;436;34963
"250890 Mamanguape";514486;537378;592251;299455;1943570
"250900 Manaíra";64391;59706;95325;65661;285083
"250905 Marcação";114912;7006;4512;10211;136641
"250910 Mari";170308;82884;83850;57813;394855
"250915 Marizópolis";48108;11436;7281;3664;70489
"250920 Massaranduba";274343;49296;53283;40807;417729
"250930 Mataraca";140079;92043;69227;50052;351401
"250933 Matinhas";44797;9442;13487;9360;77086
"250937 Mato Grosso";12994;68;1707;3540;18309
"250939 Maturéia";43572;2964;2276;4923;53735
"250940 Mogeiro";152164;146887;107634;42725;449410
"250950 Montadas";123703;13755;9319;7020;153797
"250960 Monte Horebe";24068;743;312;310;25433
"250970 Monteiro";535439;360837;420632;315103;1632011
"250980 Mulungu";67400;19563;22415;16725;126103
"250990 Natuba";100255;52239;62658;47245;262397
"251000 Nazarezinho";6733;5114;9899;8053;29799
"251010 Nova Floresta";85244;24638;35355;19375;164612
"251020 Nova Olinda";43076;10617;31321;9307;94321
"251030 Nova Palmeira";17653;5025;8291;6581;37550
"251040 Olho d'Água";297;1071;4006;3409;8783
"251050 Olivedos";23082;5852;9385;11435;49754
"251060 Ouro Velho";64498;39322;31571;25382;160773
"251065 Parari";22228;11546;14207;10564;58545
"251070 Passagem";5403;2015;2366;1882;11666
"251080 Patos";708793;502443;550468;365882;2127586
"251090 Paulista";97666;92030;98125;60324;348145
"251100 Pedra Branca";17488;6027;10362;9836;43713
"251110 Pedra Lavrada";47152;35330;40990;28013;151485
"251120 Pedras de Fogo";383677;246720;243179;177227;1050803
"251272 Pedro Régis";51584;13351;16485;18681;100101
"251130 Piancó";316342;464341;633473;356589;1770745
"251140 Picuí";317043;184771;186152;130297;818263
"251150 Pilar";155070;90101;95842;70555;411568
"251160 Pilões";40529;2748;2279;1983;47539
"251170 Pilõezinhos";80232;3724;641;892;85489
"251180 Pirpirituba";24912;2426;5076;7123;39537
"251190 Pitimbu";115971;76809;100305;80606;373691
"251200 Pocinhos";130992;51020;73782;41139;296933
"251203 Poço Dantas";65945;24125;397;981;91448
"251207 Poço de José de Moura";27818;583;704;631;29736
"251210 Pombal";686623;629824;436020;310781;2063248
"251220 Prata";45850;10735;9970;15316;81871
"251230 Princesa Isabel";365812;219362;225794;169798;980766
"251240 Puxinanã";144934;150727;143314;122502;561477
"251250 Queimadas";307898;243166;275728;183906;1010698
"251260 Quixabá";11909;1857;2346;1997;18109
"251270 Remígio";206486;130582;141463;77822;556353
"251274 Riachão";44956;9186;7070;2939;64151
"251275 Riachão do Bacamarte";24826;139;249;282;25496
"251276 Riachão do Poço";16442;335;638;1990;19405
"251278 Riacho de Santo Antônio";36235;20916;42138;14365;113654
"251280 Riacho dos Cavalos";82399;16454;24323;15083;138259
"251290 Rio Tinto";446221;196691;238294;181524;1062730
"251300 Salgadinho";10722;134;1121;2250;14227
"251310 Salgado de São Félix";71256;15998;25466;16672;129392
"251315 Santa Cecília";77441;20770;22557;14141;134909
"251320 Santa Cruz";13011;9640;10849;28101;61601
"251330 Santa Helena";6966;7180;10665;7068;31879
"251335 Santa Inês";9144;8123;8804;10073;36144
"251340 Santa Luzia";160082;71318;86774;69849;388023
"251370 Santa Rita";637214;465656;499546;709956;2312372
"251380 Santa Teresinha";19356;1112;970;1041;22479
"251350 Santana de Mangueira";10714;597;394;6625;18330
"251360 Santana dos Garrotes";46613;15605;11503;8093;81814
"251385 Santo André";25037;6845;15801;3498;51181
"251392 São Bentinho";17695;5075;7687;12394;42851
"251390 São Bento";407668;267104;226598;154644;1056014
"251396 São Domingos";29015;5050;5919;3901;43885
"251394 São Domingos do Cariri";20111;16234;9196;11509;57050
"251398 São Francisco";4850;5343;5745;4285;20223
"251400 São João do Cariri";300897;7536;7139;7059;322631
"250070 São João do Rio do Peixe";109201;59171;69605;50803;288780
"251410 São João do Tigre";37006;6735;3088;3514;50343
"251420 São José da Lagoa Tapada";16553;10762;9282;8169;44766
"251430 São José de Caiana";52068;24240;43628;25378;145314
"251440 São José de Espinharas";42428;2277;2482;46659;93846
"251450 São José de Piranhas";37945;26701;623491;51070;739207
"251455 São José de Princesa";20699;3900;1215;801;26615
"251460 São José do Bonfim";17085;18548;18521;17982;72136
"251465 São José do Brejo do Cruz";4271;906;946;1221;7344
"251470 São José do Sabugi";45935;12724;16433;20426;95518
"251480 São José dos Cordeiros";28093;11323;11167;7081;57664
"251445 São José dos Ramos";37052;18073;28992;17759;101876
"251490 São Mamede";78248;25917;28288;21182;153635
"251500 São Miguel de Taipu";27606;9939;9353;11876;58774
"251510 São Sebastião de Lagoa de Roça";98419;42934;55098;38374;234825
"251520 São Sebastião do Umbuzeiro";29403;4558;4252;1831;40044
"251540 São Vicente do Seridó";153860;22841;25205;14785;216691
"251530 Sapé";406999;295093;360939;264674;1327705
"251550 Serra Branca";125474;76301;95502;46866;344143
"251560 Serra da Raiz";20609;4540;5189;2192;32530
"251570 Serra Grande";40377;6901;6988;5563;59829
"251580 Serra Redonda";55714;12596;9883;8149;86342
"251590 Serraria";64089;29787;53108;42488;189472
"251593 Sertãozinho";27760;1264;1298;1971;32293
"251597 Sobrado";59418;6270;2215;1711;69614
"251600 Solânea";160625;97881;107934;71547;437987
"251610 Soledade";113699;55590;68605;51434;289328
"251615 Sossêgo";61042;7591;11171;6140;85944
"251620 Sousa";675799;543285;554962;482393;2256439
"251630 Sumé";186846;99899;117674;86299;490718
"251640 Tacima";91871;11121;23932;12585;139509
"251650 Taperoá";122059;71206;98492;41826;333583
"251660 Tavares";136172;72337;93446;61063;363018
"251670 Teixeira";57167;28919;38108;12691;136885
"251675 Tenório";20460;8320;9885;4553;43218
"251680 Triunfo";82346;92070;110783;99749;384948
"251690 Uiraúna";103417;16517;15411;7729;143074
"251700 Umbuzeiro";83427;19563;22112;20429;145531
"251710 Várzea";32229;8749;12290;18030;71298
"251720 Vieirópolis";26205;2143;4111;476;32935
"250550 Vista Serrana";26688;3310;3153;2815;35966
"251740 Zabelê";25776;17511;9140;992;53419
"250000 Paraíba - Gestão estadual";15790263;14497641;18729776;18728427;67746107
"260005 Abreu e Lima";841820;653655;430782;244132;2170389
"260010 Afogados da Ingazeira";526056;193340;274727;269591;1263714
"260020 Afrânio";209854;221737;167388;192366;791345
"260030 Agrestina";296937;140279;127891;77432;642539
"260040 Água Preta";255382;156857;169796;80718;662753
"260050 Águas Belas";230377;101684;93521;85195;510777
"260060 Alagoinha";194479;95050;109363;53499;452391
"260070 Aliança";404956;269152;288409;251758;1214275
"260080 Altinho";216337;184441;153078;124248;678104
"260090 Amaraji";305146;166744;126463;96248;694601
"260100 Angelim";52250;36266;36174;26021;150711
"260105 Araçoiaba";226720;175356;259716;72991;734783
"260110 Araripina";499239;501680;507871;141653;1650443
"260120 Arcoverde";1215589;1312822;1448340;439509;4416260
"260130 Barra de Guabiraba";221397;176615;166475;116288;680775
"260140 Barreiros";597279;390168;342619;268916;1598982
"260150 Belém de Maria";141130;163169;194179;197187;695665
"260160 Belém do São Francisco";24258;5560;4707;6128;40653
"260170 Belo Jardim";774663;752925;1487232;445275;3460095
"260180 Betânia";26420;38200;73944;44336;182900
"260190 Bezerros";712039;1456429;863384;466126;3497978
"260200 Bodocó";354552;272734;283243;198609;1109138
"260210 Bom Conselho";621252;311427;307766;215974;1456419
"260220 Bom Jardim";429119;255438;249197;178797;1112551
"260230 Bonito";687592;838251;855592;521915;2903350
"260240 Brejão";110125;60277;78892;92761;342055
"260250 Brejinho";97206;74124;75415;59369;306114
"260260 Brejo da Madre de Deus";587159;386290;426399;216873;1616721
"260270 Buenos Aires";124390;90163;69772;40111;324436
"260280 Buíque";227547;57017;193484;113326;591374
"260290 Cabo de Santo Agostinho";1832509;1895395;2201495;1266806;7196205
"260300 Cabrobó";147607;70943;87872;113964;420386
"260310 Cachoeirinha";220347;166619;196102;147317;730385
"260320 Caetés";318327;200722;209750;133294;862093
"260330 Calçado";891076;21406;97289;70635;1080406
"260340 Calumbi";67150;39433;38149;33643;178375
"260345 Camaragibe";1222989;1376135;1563187;1147594;5309905
"260350 Camocim de São Félix";127126;152862;168625;107349;555962
"260360 Camutanga";104295;77058;70194;34886;286433
"260370 Canhotinho";214754;119986;209436;191153;735329
"260380 Capoeiras";127852;106282;117183;87198;438515
"260390 Carnaíba";288074;284668;336926;216197;1125865
"260392 Carnaubeira da Penha";105544;86091;61104;60871;313610
"260400 Carpina";670856;385162;574694;302683;1933395
"260410 Caruaru";3400546;3438683;3862731;2692617;13394577
"260415 Casinhas";192355;110594;106935;71766;481650
"260420 Catende";300371;182399;118276;119809;720855
"260430 Cedro";132815;137291;85438;33001;388545
"260440 Chã de Alegria";146215;120810;98872;68801;434698
"260450 Chã Grande";249215;299739;215323;124235;888512
"260460 Condado";214891;152694;153291;103746;624622
"260470 Correntes";188870;146560;157053;110945;603428
"260480 Cortês";210373;106904;108993;76576;502846
"260490 Cumaru";97183;66337;62962;53602;280084
"260500 Cupira";339267;221976;255206;175402;991851
"260510 Custódia";250509;254349;383825;261214;1149897
"260515 Dormentes";261102;178543;235409;134012;809066
"260520 Escada";1096834;912906;915836;484190;3409766
"260530 Exu";317292;217582;224426;164138;923438
"260540 Feira Nova";235710;179613;172486;97192;685001
"260545 Fernando de Noronha";13434;693;690;265;15082
"260550 Ferreiros";110709;34530;26058;10633;181930
"260560 Flores";253540;149482;166776;141034;710832
"260570 Floresta";169626;330482;125711;75668;701487
"260580 Frei Miguelinho";141092;72685;77958;54761;346496
"260590 Gameleira";237968;412465;241777;239120;1131330
"260600 Garanhuns";1254699;823814;812210;486275;3376998
"260610 Glória do Goitá";285564;197348;217114;143759;843785
"260620 Goiana";334178;322447;307975;704251;1668851
"260630 Granito";330335;9778;7959;8568;356640
"260640 Gravatá";803243;450388;512601;374358;2140590
"260650 Iati";124931;72222;49931;27265;274349
"260660 Ibimirim";252762;116607;125627;88095;583091
"260670 Ibirajuba";64677;32995;35830;35617;169119
"260680 Igarassu";1465026;808757;1085567;639017;3998367
"260690 Iguaracy";123594;71751;89747;68258;353350
"260760 Ilha de Itamaracá";231064;302594;248087;124034;905779
"260700 Inajá";91618;72783;89115;64179;317695
"260710 Ingazeira";64030;38210;39818;33329;175387
"260720 Ipojuca";1343788;2003712;2762989;2305599;8416088
"260730 Ipubi";240780;160606;279886;64668;745940
"260740 Itacuruba";12015;322;1726;5347;19410
"260750 Itaíba";215474;130396;181825;124888;652583
"260765 Itambé";289321;114636;138680;118014;660651
"260770 Itapetim";126792;75615;88627;62089;353123
"260775 Itapissuma";313172;155653;243549;157723;870097
"260780 Itaquitinga";188306;164502;160615;96633;610056
"260790 Jaboatão dos Guararapes";3681535;3162348;3779352;2551030;13174265
"260795 Jaqueira";75636;82647;107878;82558;348719
"260800 Jataúba";314561;343360;363420;318950;1340291
"260805 Jatobá";64199;242757;264764;47364;619084
"260810 João Alfredo";357439;194505;177128;115456;844528
"260820 Joaquim Nabuco";129333;45755;49796;23729;248613
"260825 Jucati";84398;24178;27153;32632;168361
"260830 Jupi";233127;118197;145120;100637;597081
"260840 Jurema";229771;152722;174318;126409;683220
"260850 Lagoa de Itaenga";291762;177711;196222;124147;789842
"260845 Lagoa do Carro";247027;127222;128938;74699;577886
"260860 Lagoa do Ouro";107971;85618;102057;63977;359623
"260870 Lagoa dos Gatos";96422;78332;89348;46054;310156
"260875 Lagoa Grande";93238;120822;137003;86987;438050
"260880 Lajedo";454222;266521;280550;165285;1166578
"260890 Limoeiro";977248;404882;312212;199806;1894148
"260900 Macaparana";196486;106186;117544;78032;498248
"260910 Machados";208557;160870;152249;97873;619549
"260915 Manari";119007;191975;128966;48993;488941
"260920 Maraial";83372;26905;10703;132;121112
"260930 Mirandiba";265136;384238;562841;279372;1491587
"261430 Moreilândia";126745;79648;76833;61594;344820
"260940 Moreno";433202;320613;463272;316846;1533933
"260950 Nazaré da Mata";242618;108660;154274;123306;628858
"260960 Olinda";2015006;2179223;2350883;1517206;8062318
"260970 Orobó";229094;91480;160684;79504;560762
"260980 Orocó";-;-;70364;57331;127695
"260990 Ouricuri";212221;191267;124967;83847;612302
"261000 Palmares";515483;240644;210122;157523;1123772
"261010 Palmeirina";51275;19861;18592;11266;100994
"261020 Panelas";214765;156138;142817;82279;595999
"261030 Paranatama";83076;101979;105691;82287;373033
"261040 Parnamirim";840481;155956;145738;95836;1238011
"261050 Passira";275822;139671;128017;93819;637329
"261060 Paudalho";458594;494489;581683;447046;1981812
"261070 Paulista";1737325;1301029;1273668;945807;5257829
"261080 Pedra";303934;312187;308337;202198;1126656
"261090 Pesqueira";1186964;474271;626600;389251;2677086
"261100 Petrolândia";531523;522638;509685;303496;1867342
"261110 Petrolina";2341627;1620529;1965258;1149237;7076651
"261120 Poção";172874;119527;140857;124552;557810
"261130 Pombos";1150894;273904;225849;163108;1813755
"261140 Primavera";144107;107111;107829;72346;431393
"261150 Quipapá";337986;80901;73847;62472;555206
"261153 Quixaba";108267;69590;78629;39970;296456
"261160 Recife";13645211;9908782;11648581;8885712;44088286
"261170 Riacho das Almas";218019;163617;160039;87243;628918
"261180 Ribeirão";807389;68504;73881;57131;1006905
"261190 Rio Formoso";180896;103471;123833;83832;492032
"261200 Sairé";77829;74604;70787;47999;271219
"261210 Salgadinho";94358;57605;55948;40063;247974
"261220 Salgueiro";131703;93136;109048;54607;388494
"261230 Saloá";106724;62211;93675;55868;318478
"261240 Sanharó";216876;170406;161881;67281;616444
"261245 Santa Cruz";68392;48412;44371;33500;194675
"261247 Santa Cruz da Baixa Verde";106387;9073;48763;32827;197050
"261250 Santa Cruz do Capibaribe";1223592;879128;853335;730104;3686159
"261255 Santa Filomena";71654;74456;71639;40926;258675
"261260 Santa Maria da Boa Vista";132717;41126;25973;25440;225256
"261270 Santa Maria do Cambucá";207333;152218;135835;101656;597042
"261280 Santa Terezinha";135728;79919;84117;63712;363476
"261290 São Benedito do Sul";46248;38069;28160;16668;129145
"261300 São Bento do Una";251273;200668;201508;133242;786691
"261310 São Caitano";304031;298890;334510;204214;1141645
"261320 São João";214257;153274;172651;97951;638133
"261330 São Joaquim do Monte";319450;256801;258043;197389;1031683
"261340 São José da Coroa Grande";410550;455512;294794;208310;1369166
"261350 São José do Belmonte";150048;103123;103971;70370;427512
"261360 São José do Egito";344911;179612;276270;218893;1019686
"261370 São Lourenço da Mata";406984;272688;440069;240738;1360479
"261380 São Vicente Ferrer";221343;120529;121273;91181;554326
"261390 Serra Talhada";797786;476366;532836;395211;2202199
"261400 Serrita";482852;160429;57553;38333;739167
"261410 Sertânia";203172;112596;441522;231671;988961
"261420 Sirinhaém";297523;261916;346185;266156;1171780
"261440 Solidão";88174;51892;65008;61929;267003
"261450 Surubim";694712;772248;709336;446421;2622717
"261460 Tabira";652673;308987;301089;187441;1450190
"261470 Tacaimbó";72595;42374;59617;58114;232700
"261480 Tacaratu";87453;35245;101632;67464;291794
"261485 Tamandaré";628631;147111;231374;171993;1179109
"261500 Taquaritinga do Norte";200931;73283;106103;62718;443035
"261510 Terezinha";103268;62068;57384;28737;251457
"261520 Terra Nova";98138;111602;79834;23579;313153
"261530 Timbaúba";774956;407230;395204;286310;1863700
"261540 Toritama";340919;371276;496796;392507;1601498
"261550 Tracunhaém";82208;79357;43759;41529;246853
"261560 Trindade";879685;120185;120853;68906;1189629
"261570 Triunfo";154369;149667;118659;50954;473649
"261580 Tupanatinga";273430;338626;88736;60990;761782
"261590 Tuparetama";91849;85517;93099;56797;327262
"261600 Venturosa";340100;382076;417461;333014;1472651
"261610 Verdejante";594219;67841;76978;667916;1406954
"261618 Vertente do Lério";149478;90794;95743;84542;420557
"261620 Vertentes";245832;119454;157488;149920;672694
"261630 Vicência";249198;96002;98628;49524;493352
"261640 Vitória de Santo Antão";841395;540859;571525;470400;2424179
"261650 Xexéu";148809;132195;139583;83987;504574
"260000 Pernambuco - Gestão estadual";68313827;71457045;71197651;63387630;274356153
"270010 Água Branca";148519;70593;62693;52315;334120
"270020 Anadia";162436;69347;74961;58315;365059
"270030 Arapiraca";3341964;2698576;2570500;2723734;11334774
"270040 Atalaia";414206;236013;249330;209566;1109115
"270050 Barra de Santo Antônio";158092;138759;167726;155368;619945
"270060 Barra de São Miguel";119439;17459;15825;21929;174652
"270070 Batalha";250404;198346;275376;203543;927669
"270080 Belém";20796;5173;6341;3460;35770
"270090 Belo Monte";64498;38302;38786;39933;181519
"270100 Boca da Mata";249715;126391;130401;118975;625482
"270110 Branquinha";184233;84704;40542;16081;325560
"270120 Cacimbinhas";118128;88161;121860;71697;399846
"270130 Cajueiro";131157;86333;144694;115978;478162
"270135 Campestre";42467;6187;9056;7573;65283
"270140 Campo Alegre";734884;581103;603807;437803;2357597
"270150 Campo Grande";120172;37165;46559;16072;219968
"270160 Canapi";114902;59544;73705;53808;301959
"270170 Capela";262239;249470;328615;346814;1187138
"270180 Carneiros";88668;39107;42739;29616;200130
"270190 Chã Preta";66914;29079;37093;27458;160544
"270200 Coité do Nóia";143946;87117;83414;63974;378451
"270210 Colônia Leopoldina";58994;84953;147640;116677;408264
"270220 Coqueiro Seco";59965;40127;44901;25158;170151
"270230 Coruripe";600799;430797;450621;444030;1926247
"270235 Craíbas";306081;202981;233063;153877;896002
"270240 Delmiro Gouveia";724874;497249;589288;260713;2072124
"270250 Dois Riachos";115564;46691;49676;57766;269697
"270255 Estrela de Alagoas";86865;2481;3222;2164;94732
"270260 Feira Grande";99439;128717;138594;112846;479596
"270270 Feliz Deserto";37618;8744;12642;7129;66133
"270280 Flexeiras";249863;131240;116645;103218;600966
"270290 Girau do Ponciano";113131;165649;163479;202162;644421
"270300 Ibateguara";234033;158732;245539;166997;805301
"270310 Igaci";328427;73999;105809;84319;592554
"270320 Igreja Nova";164555;87928;110595;105376;468454
"270330 Inhapi";207994;136342;176244;144512;665092
"270340 Jacaré dos Homens";53707;4123;15556;8387;81773
"270350 Jacuípe";50814;16410;12431;6820;86475
"270360 Japaratinga";63095;30197;33258;34204;160754
"270370 Jaramataia";52922;3652;4115;2778;63467
"270375 Jequiá da Praia";161864;105081;270346;63527;600818
"270380 Joaquim Gomes";129142;82640;124979;89887;426648
"270390 Jundiá";47247;20531;26200;23764;117742
"270400 Junqueiro";377509;214232;199516;120323;911580
"270410 Lagoa da Canoa";352679;289817;231749;93488;967733
"270420 Limoeiro de Anadia";325368;234179;269114;178803;1007464
"270430 Maceió";7550504;8123789;8745978;6741366;31161637
"270440 Major Isidoro";232756;104996;97796;72918;508466
"270490 Mar Vermelho";6095;7692;6869;3797;24453
"270450 Maragogi";272418;126293;132000;230677;761388
"270460 Maravilha";73257;51297;45141;48594;218289
"270470 Marechal Deodoro";626866;487540;461414;338300;1914120
"270480 Maribondo";123355;63486;116374;69841;373056
"270500 Mata Grande";228114;132478;130569;98413;589574
"270510 Matriz de Camaragibe";318733;236014;213655;162082;930484
"270520 Messias";151989;79613;117591;68165;417358
"270530 Minador do Negrão";68932;12767;9098;4266;95063
"270540 Monteirópolis";46946;23550;12732;8972;92200
"270550 Murici";332819;305662;343267;244863;1226611
"270560 Novo Lino";118113;225190;59034;44156;446493
"270570 Olho d'Água das Flores";481433;265075;314455;212870;1273833
"270580 Olho d'Água do Casado";80696;164;2219;3977;87056
"270590 Olho d'Água Grande";56431;24724;27636;23467;132258
"270600 Olivença";121336;15949;22554;10260;170099
"270610 Ouro Branco";63887;16032;15200;11747;106866
"270620 Palestina";49138;187;1276;2555;53156
"270630 Palmeira dos Índios";804901;582656;623929;501894;2513380
"270640 Pão de Açúcar";194169;191101;226627;99585;711482
"270642 Pariconha";195438;60953;48677;41242;346310
"270644 Paripueira";146057;96379;96617;80919;419972
"270650 Passo de Camaragibe";114492;73370;84906;63939;336707
"270660 Paulo Jacinto";151656;91085;101503;80510;424754
"270670 Penedo";821214;595674;792782;515625;2725295
"270680 Piaçabuçu";287422;84439;50679;97991;520531
"270690 Pilar";448631;311330;370906;336425;1467292
"270700 Pindoba";43872;28987;50240;27892;150991
"270710 Piranhas";223600;74221;103178;65197;466196
"270720 Poço das Trincheiras";63465;15861;17912;13026;110264
"270730 Porto Calvo";478275;368431;422243;331811;1600760
"270740 Porto de Pedras";82785;47568;51617;33813;215783
"270750 Porto Real do Colégio";165653;70664;653574;87999;977890
"270760 Quebrangulo";261803;187993;190940;112192;752928
"270770 Rio Largo";644118;280710;369034;307816;1601678
"270780 Roteiro";20512;9808;12405;24166;66891
"270790 Santa Luzia do Norte";37976;217;11586;23129;72908
"270800 Santana do Ipanema";784610;814380;843901;618031;3060922
"270810 Santana do Mundaú";89955;37899;51913;31254;211021
"270820 São Brás";81645;40222;44594;30025;196486
"270830 São José da Laje";373354;365308;373458;395956;1508076
"270840 São José da Tapera";470053;421560;362440;242162;1496215
"270850 São Luís do Quitunde";221413;161756;77200;62022;522391
"270860 São Miguel dos Campos";1072449;552532;716789;543728;2885498
"270870 São Miguel dos Milagres";47774;3520;10888;5453;67635
"270880 São Sebastião";220662;91378;83269;48083;443392
"270890 Satuba";36948;29879;22139;15015;103981
"270895 Senador Rui Palmeira";118382;20160;30288;30131;198961
"270900 Tanque d'Arca";50925;4214;4386;1715;61240
"270910 Taquarana";326774;195644;247272;258410;1028100
"270915 Teotônio Vilela";889191;500820;541309;408570;2339890
"270920 Traipu";164734;114907;113041;112290;504972
"270930 União dos Palmares";551911;476482;468311;348248;1844952
"270940 Viçosa";388622;309352;345273;218283;1261530
"270000 Alagoas - Gestão estadual";12775302;13172869;13846899;14481503;54276573
"280010 Amparo de São Francisco";19029;13751;12770;6763;52313
"280020 Aquidabã";102386;18368;18305;10880;149939
"280030 Aracaju";6136018;5707209;5608925;4734525;22186677
"280040 Arauá";126144;63598;67639;35281;292662
"280050 Areia Branca";282414;324493;290644;180834;1078385
"280060 Barra dos Coqueiros";265415;156386;237532;148866;808199
"280067 Boquim";251126;114262;123548;99472;588408
"280070 Brejo Grande";16393;366;451;355;17565
"280100 Campo do Brito";188731;319432;228028;736077;1472268
"280110 Canhoba";28617;1165;2150;286;32218
"280120 Canindé de São Francisco";139437;13117;12408;5964;170926
"280130 Capela";174948;15128;202050;1271;393397
"280140 Carira";188021;159866;160765;105058;613710
"280150 Carmópolis";48827;8084;10905;6767;74583
"280160 Cedro de São João";28360;4337;7620;10034;50351
"280170 Cristinápolis";144236;74711;55532;36545;311024
"280190 Cumbe";56803;30635;34030;16058;137526
"280200 Divina Pastora";30734;3680;15302;23465;73181
"280210 Estância";1383819;1391339;1419850;976630;5171638
"280220 Feira Nova";30251;1411;1775;1357;34794
"280230 Frei Paulo";110292;143552;173724;153807;581375
"280240 Gararu";5002;2799;7219;3649;18669
"280250 General Maynard";51117;43914;30710;9045;134786
"280260 Gracho Cardoso";9777;2342;1228;1335;14682
"280270 Ilha das Flores";131312;32452;30525;19620;213909
"280280 Indiaroba";88979;96998;89495;106853;382325
"280290 Itabaiana";2807767;1724275;1886113;1902133;8320288
"280300 Itabaianinha";345100;419886;458762;402620;1626368
"280310 Itabi";43511;41078;44221;3994;132804
"280320 Itaporanga d'Ajuda";558693;361642;333314;164602;1418251
"280330 Japaratuba";86887;104203;36987;31025;259102
"280340 Japoatã";115284;3449;9947;6765;135445
"280350 Lagarto";1365810;1369299;788615;617802;4141526
"280360 Laranjeiras";257530;92763;88495;60815;499603
"280370 Macambira";79273;98717;101038;80016;359044
"280380 Malhada dos Bois";31671;4568;3018;1794;41051
"280390 Malhador";121497;1076;1000;720;124293
"280400 Maruim";105431;70116;102345;54507;332399
"280410 Moita Bonita";152632;868;943;2542;156985
"280420 Monte Alegre de Sergipe";168174;122910;131084;117392;539560
"280430 Muribeca";66612;1386;1251;2150;71399
"280440 Neópolis";168805;90569;65565;47426;372365
"280445 Nossa Senhora Aparecida";48661;38756;35106;20201;142724
"280450 Nossa Senhora da Glória";6940;4167;5492;1843;18442
"280460 Nossa Senhora das Dores";83163;112282;98089;79004;372538
"280470 Nossa Senhora de Lourdes";53819;8332;9439;3476;75066
"280480 Nossa Senhora do Socorro";1467479;1493325;1636637;1054228;5651669
"280490 Pacatuba";270996;45018;17972;4659;338645
"280500 Pedra Mole";734794;35499;29710;736954;1536957
"280510 Pedrinhas";127150;135259;60678;8453;331540
"280520 Pinhão";71654;54460;41790;35872;203776
"280530 Pirambu";66384;20252;22033;237906;346575
"280540 Poço Redondo";208519;141694;135033;74065;559311
"280550 Poço Verde";177536;134561;105949;68691;486737
"280560 Porto da Folha";271012;99916;71158;62077;504163
"280570 Propriá";579965;474888;473563;305978;1834394
"280580 Riachão do Dantas";114341;84721;62111;58614;319787
"280590 Riachuelo";78448;96298;96757;55948;327451
"280600 Ribeirópolis";117208;953;1904;1641;121706
"280610 Rosário do Catete";172994;66991;76717;33534;350236
