 Produção Ambulatorial do SUS - por gestor -  Brasil
Qtd.aprovada por Município gestor e Ano processamento
Período:2017-2020
"Município gestor";"2017";"2018";"2019";"2020";"Total"
"421550 Santa Cecília";191741;164352;173689;125989;655771
"421555 Santa Helena";33809;23125;14531;11860;83325
"421560 Santa Rosa de Lima";29110;3574;283;3890;36857
"421565 Santa Rosa do Sul";107299;104682;195550;129413;536944
"421567 Santa Terezinha";38335;34961;34538;36423;144257
"421568 Santa Terezinha do Progresso";55506;22563;24806;9904;112779
"421569 Santiago do Sul";46834;9807;7306;11923;75870
"421570 Santo Amaro da Imperatriz";225789;189413;174632;108503;698337
"421580 São Bento do Sul";1021898;1099349;1182264;909044;4212555
"421575 São Bernardino";24237;1211;1991;891;28330
"421590 São Bonifácio";57398;60134;87801;54911;260244
"421600 São Carlos";115178;38984;37779;36414;228355
"421605 São Cristovão do Sul";21987;366;251;215;22819
"421610 São Domingos";310181;293772;326629;248884;1179466
"421620 São Francisco do Sul";800060;880692;867118;618233;3166103
"421630 São João Batista";177231;97181;251993;173299;699704
"421635 São João do Itaperiú";60720;63963;83299;52587;260569
"421625 São João do Oeste";128460;136586;149581;111985;526612
"421640 São João do Sul";52042;39824;22458;18008;132332
"421650 São Joaquim";117887;112376;91603;48597;370463
"421660 São José";1390170;1202362;1441086;953565;4987183
"421670 São José do Cedro";224858;239817;240172;53636;758483
"421680 São José do Cerrito";-;8579;13408;4502;26489
"421690 São Lourenço do Oeste";386279;434756;441090;307416;1569541
"421700 São Ludgero";168921;118290;165660;255172;708043
"421710 São Martinho";18374;21488;229389;18261;287512
"421715 São Miguel da Boa Vista";25924;16760;15674;7065;65423
"421720 São Miguel do Oeste";727383;627124;626935;474294;2455736
"421725 São Pedro de Alcântara";43302;16281;22629;22927;105139
"421730 Saudades";172588;203391;201772;125438;703189
"421740 Schroeder";158143;183128;178122;124911;644304
"421750 Seara";312955;274693;300092;181601;1069341
"421755 Serra Alta";47994;17084;34938;34049;134065
"421760 Siderópolis";198059;369684;502369;340883;1410995
"421770 Sombrio";228099;402626;629745;487458;1747928
"421775 Sul Brasil";57811;14126;15096;6624;93657
"421780 Taió";91144;88253;63515;55873;298785
"421790 Tangará";84042;46224;49834;29008;209108
"421795 Tigrinhos";25400;11032;19815;17824;74071
"421800 Tijucas";578031;343971;541103;496312;1959417
"421810 Timbé do Sul";65436;126504;110559;86038;388537
"421820 Timbó";601232;289612;254645;198338;1343827
"421825 Timbó Grande";84494;90672;137856;92150;405172
"421830 Três Barras";222342;145359;155554;119069;642324
"421835 Treviso";83571;91282;90894;61285;327032
"421840 Treze de Maio";50639;1026;18607;20387;90659
"421850 Treze Tílias";72523;75648;64259;31308;243738
"421860 Trombudo Central";48985;2209;35080;39675;125949
"421870 Tubarão";714606;356800;322657;155169;1549232
"421875 Tunápolis";92992;35830;43412;33444;205678
"421880 Turvo";103965;173808;266902;265142;809817
"421885 União do Oeste";38859;42078;43112;18799;142848
"421890 Urubici";44158;11067;6387;2540;64152
"421895 Urupema";15004;2026;11798;-;28828
"421900 Urussanga";317243;169853;184259;144377;815732
"421910 Vargeão";88556;120154;120030;70075;398815
"421915 Vargem";29342;5055;6541;3923;44861
"421917 Vargem Bonita";109622;149951;160711;85514;505798
"421920 Vidal Ramos";52034;34898;59576;58826;205334
"421930 Videira";687518;770129;942344;749539;3149530
"421935 Vitor Meireles";46450;55282;62099;61838;225669
"421940 Witmarsum";70554;77480;98021;62562;308617
"421950 Xanxerê";643231;709780;691500;363905;2408416
"421960 Xavantina";38825;37518;36699;35314;148356
"421970 Xaxim";703618;171225;214643;330519;1420005
"421985 Zortéa";34276;42170;7461;24010;107917
"420000 Santa Catarina - Gestão estadual";61291127;69511262;73972965;77572712;282348066
"430003 Aceguá";8894;936;898;1347;12075
"430005 Água Santa";47647;15784;16696;13214;93341
"430010 Agudo";81757;46025;264;191;128237
"430020 Ajuricaba";337106;16271;9446;14713;377536
"430030 Alecrim";539212;35769;40861;17608;633450
"430040 Alegrete";499963;359126;386024;259273;1504386
"430045 Alegria";34306;8769;8254;6224;57553
"430047 Almirante Tamandaré do Sul";24807;6253;7266;6368;44694
"430050 Alpestre";76229;7634;5591;4311;93765
"430055 Alto Alegre";20502;8170;8004;5638;42314
"430057 Alto Feliz";29311;-;-;-;29311
"430060 Alvorada";3635339;12933;27232;240619;3916123
"430063 Amaral Ferrador";3679;98;166;147;4090
"430064 Ametista do Sul";46932;34030;13066;7087;101115
"430066 André da Rocha";13059;2869;2142;1823;19893
"430070 Anta Gorda";18095;7741;6164;6096;38096
"430080 Antônio Prado";132907;111100;166048;132900;542955
"430085 Arambaré";1933;4239;25531;16143;47846
"430087 Araricá";24129;1340;1847;3079;30395
"430090 Aratiba";33621;44785;56756;23650;158812
"430100 Arroio do Meio";976953;77706;91807;144263;1290729
"430107 Arroio do Padre";33846;13;16;37;33912
"430105 Arroio do Sal";512658;77844;297019;53512;941033
"430120 Arroio do Tigre";26051;4708;4466;17110;52335
"430110 Arroio dos Ratos";61478;390;574;2331;64773
"430130 Arroio Grande";75472;65871;39246;13799;194388
"430140 Arvorezinha";43943;10349;16941;17322;88555
"430150 Augusto Pestana";54048;53713;365360;43560;516681
"430155 Áurea";25507;36661;468108;18096;548372
"430160 Bagé";311918;127549;91591;56114;587172
"430163 Balneário Pinhal";95068;71686;79530;54490;300774
"430165 Barão";43151;20656;22473;8629;94909
"430170 Barão de Cotegipe";68706;12801;16610;11243;109360
"430175 Barão do Triunfo";11160;11599;-;-;22759
"430185 Barra do Guarita";9342;689;375;282;10688
"430187 Barra do Quaraí";159023;55745;11713;450;226931
"430190 Barra do Ribeiro";25527;2100;3007;5181;35815
"430192 Barra do Rio Azul";22580;17120;11998;70;51768
"430195 Barra Funda";11689;2606;6446;9753;30494
"430180 Barracão";29889;1041;1583;1284;33797
"430200 Barros Cassal";1678;21227;24730;27181;74816
"430205 Benjamin Constant do Sul";26575;17055;22478;2077;68185
"430210 Bento Gonçalves";1806517;1753296;1936602;2096593;7593008
"430215 Boa Vista das Missões";18343;574;182;1717;20816
"430220 Boa Vista do Buricá";52326;8231;8758;7485;76800
"430222 Boa Vista do Cadeado";9476;12058;6760;2063;30357
"430223 Boa Vista do Incra";28138;28351;14631;188;71308
"430225 Boa Vista do Sul";8328;1800;711;460;11299
"430230 Bom Jesus";4580;16585;36011;54068;111244
"430235 Bom Princípio";353289;276549;228694;157696;1016228
"430237 Bom Progresso";43913;174;227;177;44491
"430240 Bom Retiro do Sul";52931;36754;55601;56152;201438
"430245 Boqueirão do Leão";33701;22581;28743;23013;108038
"430250 Bossoroca";38924;366;360;319;39969
"430258 Bozano";23963;98;95;141;24297
"430260 Braga";24647;142;78;202;25069
"430265 Brochier";15964;19019;21407;11802;68192
"430270 Butiá";128120;99011;113158;98958;439247
"430280 Caçapava do Sul";143556;56538;13618;7897;221609
"430290 Cacequi";105662;60558;62844;80715;309779
"430300 Cachoeira do Sul";1249866;1216566;1334873;930028;4731333
"430310 Cachoeirinha";823300;324477;2132368;437462;3717607
"430320 Cacique Doble";42444;29659;121818;13762;207683
"430330 Caibaté";34396;4630;5631;3995;48652
"430340 Caiçara";32872;7488;4221;6255;50836
"430350 Camaquã";368135;204536;211328;230291;1014290
"430355 Camargo";40784;29398;31628;24026;125836
"430360 Cambará do Sul";71588;66715;88519;43439;270261
"430367 Campestre da Serra";842710;2269;2461;1558;848998
"430370 Campina das Missões";15261;21250;16190;15925;68626
"430380 Campinas do Sul";54968;19587;14685;10576;99816
"430390 Campo Bom";959333;1067252;1112674;1041209;4180468
"430400 Campo Novo";10306;-;-;-;10306
"430410 Campos Borges";32433;15594;18803;18691;85521
"430420 Candelária";424620;421676;491622;334418;1672336
"430430 Cândido Godói";53337;20195;23587;25076;122195
"430435 Candiota";89776;75506;75947;72336;313565
"430440 Canela";563541;407943;382826;393143;1747453
"430450 Canguçu";139602;73699;162120;93100;468521
"430460 Canoas";5612082;4224104;4062816;3153242;17052244
"430461 Canudos do Vale";12329;280;237;248;13094
"430462 Capão Bonito do Sul";11452;75;62;151;11740
"430463 Capão da Canoa";277100;28793;30322;13508;349723
"430465 Capão do Cipó";20797;281;210;277;21565
"430466 Capão do Leão";86644;64255;61421;66200;278520
"430468 Capela de Santana";59223;21178;12401;3807;96609
"430469 Capitão";42321;50030;52464;15343;160158
"430467 Capivari do Sul";856134;56312;25671;23148;961265
"430471 Caraá";27295;-;-;-;27295
"430470 Carazinho";745656;608413;669034;702493;2725596
"430480 Carlos Barbosa";229285;258206;280839;227248;995578
"430490 Casca";35535;40145;34658;411;110749
"430495 Caseiros";17025;16651;17008;12252;62936
"430500 Catuípe";61337;36439;40538;24290;162604
"430510 Caxias do Sul";5178288;4568709;4571527;3573265;17891789
"430511 Centenário";19027;2955;3484;2672;28138
"430512 Cerrito";26409;8328;7995;12291;55023
"430513 Cerro Branco";34198;48525;70534;48449;201706
"430515 Cerro Grande";30201;12175;7757;6260;56393
"430517 Cerro Grande do Sul";1837;31533;47181;64281;144832
"430520 Cerro Largo";64875;1095;1324;1284;68578
"430530 Chapada";88341;19856;20929;20625;149751
"430535 Charqueadas";60844;3223;2442;913;67422
"430537 Charrua";9482;3655;1240;174;14551
"430540 Chiapetta";18712;241;272;221;19446
"430543 Chuí";15791;383;260;201;16635
"430544 Chuvisca";49146;45870;44691;34028;173735
"430545 Cidreira";84231;66567;47611;-;198409
"430550 Ciríaco";45246;13628;13331;10968;83173
"430558 Colinas";25272;17814;34544;3455;81085
"430560 Colorado";39389;8320;6490;14215;68414
"430570 Condor";57750;20079;7505;67;85401
"430580 Constantina";70081;6589;1218;10516;88404
"430583 Coqueiro Baixo";25522;1921;101;147;27691
"430585 Coqueiros do Sul";42105;18552;16085;15987;92729
"430587 Coronel Barros";26596;2990;2485;124;32195
"430590 Coronel Bicaco";111015;19787;16152;9976;156930
"430593 Coronel Pilar";7228;129;123;180;7660
"430595 Cotiporã";20987;120;-;-;21107
"430597 Coxilha";26902;128;119;164;27313
"430600 Crissiumal";65792;82521;44511;37750;230574
"430605 Cristal";60096;39776;37892;33345;171109
"430607 Cristal do Sul";20268;151;-;-;20419
"430610 Cruz Alta";1186252;1202288;1381098;1041343;4810981
"430613 Cruzaltense";11530;8441;1040;677;21688
"430620 Cruzeiro do Sul";138147;74516;77141;59497;349301
"430630 David Canabarro";28184;2674;3155;1926;35939
"430632 Derrubadas";34487;2809;1921;1050;40267
"430635 Dezesseis de Novembro";19022;224;133;153;19532
"430637 Dilermando de Aguiar";11620;79;60;115;11874
"430640 Dois Irmãos";210359;71935;4805;1961;289060
"430642 Dois Irmãos das Missões";13347;201;207;220;13975
"430645 Dois Lajeados";53021;75;184;220;53500
"430650 Dom Feliciano";76887;23979;8198;3274;112338
"430660 Dom Pedrito";134423;119061;281689;61687;596860
"430655 Dom Pedro de Alcântara";10714;1875;2505;2839;17933
"430670 Dona Francisca";29495;119;6;-;29620
"430673 Doutor Maurício Cardoso";73559;9328;9574;9149;101610
"430675 Doutor Ricardo";12201;383;347;337;13268
"430676 Eldorado do Sul";144761;73517;101664;85367;405309
"430680 Encantado";361125;470029;544478;462927;1838559
"430690 Encruzilhada do Sul";114329;23885;27817;17105;183136
"430692 Engenho Velho";9919;2847;81;112;12959
"430695 Entre Rios do Sul";18022;1128;1899;1718;22767
"430693 Entre-Ijuís";45406;5289;26009;3721;80425
"430697 Erebango";45116;41209;12220;174;98719
"430700 Erechim";974044;790265;698616;473087;2936012
"430705 Ernestina";33792;8200;10970;8518;61480
"430720 Erval Grande";36960;12461;29264;31127;109812
"430730 Erval Seco";64082;15021;15055;14918;109076
"430740 Esmeralda";25073;10495;11217;9074;55859
"430745 Esperança do Sul";25677;28275;7020;329;61301
"430750 Espumoso";91642;23615;39936;36647;191840
"430755 Estação";24043;236;219;407;24905
"430760 Estância Velha";139806;11004;6742;2416;159968
"430770 Esteio";778595;983621;1223265;859949;3845430
"430780 Estrela";500324;508081;553288;476527;2038220
"430781 Estrela Velha";36584;44402;49343;37769;168098
"430783 Eugênio de Castro";21176;112;141;91;21520
"430786 Fagundes Varela";30243;193;173;226;30835
"430790 Farroupilha";761126;757673;835747;712114;3066660
"430800 Faxinal do Soturno";34518;9554;10824;9388;64284
"430805 Faxinalzinho";21354;232;170;158;21914
"430807 Fazenda Vilanova";50231;338;330;220;51119
"430810 Feliz";150699;91580;89530;96267;428076
"430820 Flores da Cunha";1077716;216736;348566;142789;1785807
"430825 Floriano Peixoto";16008;107;85;-;16200
"430830 Fontoura Xavier";39956;29683;23077;124369;217085
"430840 Formigueiro";22892;13899;15021;30806;82618
"430843 Forquetinha";28999;21971;1951;618;53539
"430845 Fortaleza dos Valos";9742;2819;516;12767;25844
"430850 Frederico Westphalen";154815;74774;467713;31902;729204
"430860 Garibaldi";394110;331312;326359;232192;1283973
"430865 Garruchos";23327;94;56;72;23549
"430870 Gaurama";32890;5406;6118;6932;51346
"430880 General Câmara";54541;42256;76470;7542;180809
"430885 Gentil";27491;8871;7309;1422;45093
"430890 Getúlio Vargas";58743;1153;1049;763;61708
"430900 Giruá";468411;450131;424282;278725;1621549
"430905 Glorinha";39322;28791;11469;4012;83594
"430910 Gramado";517063;510199;382331;328498;1738091
"430912 Gramado dos Loureiros";21552;17753;5012;1590;45907
"430915 Gramado Xavier";19129;56705;386;432;76652
"430920 Gravataí";3425586;2399851;2452201;1970418;10248056
"430925 Guabiju";18628;5683;9192;6117;39620
"430930 Guaíba";392658;152780;83065;86475;714978
"430940 Guaporé";350529;335132;210525;159241;1055427
"430950 Guarani das Missões";59852;13110;13606;13632;100200
"430955 Harmonia";34502;623;706;811;36642
"430710 Herval";43181;44979;859;831;89850
"430957 Herveiras";34193;27845;383;870;63291
"430960 Horizontina";308289;270203;200475;165149;944116
"430965 Hulha Negra";5308;-;-;-;5308
"430970 Humaitá";28677;182;-;2097;30956
"430975 Ibarama";14828;46;67;185;15126
"430980 Ibiaçá";45519;28239;38701;28947;141406
"430990 Ibiraiaras";82860;38941;19062;12466;153329
"430995 Ibirapuitã";28530;7198;5452;5527;46707
"431000 Ibirubá";196267;84873;86219;74478;441837
"431010 Igrejinha";367197;413893;425022;435625;1641737
"431020 Ijuí";738223;503881;1083891;584804;2910799
"431030 Ilópolis";47565;70095;74947;46473;239080
"431033 Imbé";102418;93156;85633;39312;320519
"431036 Imigrante";65310;69444;79900;18025;232679
"431040 Independência";52880;10846;13201;6480;83407
"431041 Inhacorá";16235;942;144;128;17449
"431043 Ipê";38646;245;239;211;39341
"431046 Ipiranga do Sul";7837;47;36;33;7953
"431050 Iraí";52968;233;1113;4574;58888
"431053 Itaara";27181;9776;268;329;37554
"431055 Itacurubi";10613;917;64;886;12480
"431057 Itapuca";17949;2921;2989;400;24259
"431060 Itaqui";416067;2035448;45482;44416;2541413
"431065 Itati";32674;23638;1068;274;57654
"431070 Itatiba do Sul";13254;1335;2207;1929;18725
"431075 Ivorá";28635;17810;11693;17793;75931
"431080 Ivoti";160279;172874;166187;125757;625097
"431085 Jaboticaba";24596;556;2063;3333;30548
"431087 Jacuizinho";26780;22065;-;-;48845
"431090 Jacutinga";19401;167;172;115;19855
"431100 Jaguarão";52649;12695;36577;35408;137329
"431110 Jaguari";77180;62020;61641;15877;216718
"431112 Jaquirana";55752;37943;32596;23231;149522
"431113 Jari";16276;207;56;73;16612
"431115 Jóia";89875;27337;27324;15136;159672
"431120 Júlio de Castilhos";148200;224971;315431;313067;1001669
"431123 Lagoa Bonita do Sul";10085;29;18;12;10144
"431127 Lagoa dos Três Cantos";20377;1039;97;42;21555
"431130 Lagoa Vermelha";140883;45258;29728;5869;221738
"431125 Lagoão";5871;2445;96;139;8551
"431140 Lajeado";1560781;1921104;2150233;1549052;7181170
"431142 Lajeado do Bugre";135;181;1671;668;2655
"431150 Lavras do Sul";32878;31294;24504;29689;118365
"431160 Liberato Salzano";32646;232;601;447;33926
"431162 Lindolfo Collor";75608;397811;43082;-;516501
"431164 Linha Nova";19938;820799;33267;15457;889461
"431171 Maçambará";11293;-;-;-;11293
"431170 Machadinho";48005;8192;7653;79177;143027
"431173 Mampituba";17246;229;130;146;17751
"431175 Manoel Viana";44842;37094;37162;16967;136065
"431177 Maquiné";38036;24956;24263;1449;88704
"431179 Maratá";38437;705;170;125;39437
"431180 Marau";307057;102340;93577;70216;573190
"431190 Marcelino Ramos";46918;15359;12869;10930;86076
"431198 Mariana Pimentel";38681;44575;43973;4124;131353
"431200 Mariano Moro";10174;-;74;318;10566
"431205 Marques de Souza";41661;26006;27077;20976;115720
"431210 Mata";30123;114;83;96;30416
"431213 Mato Castelhano";621594;4130;2377;1527;629628
"431215 Mato Leitão";57857;7207;7203;6564;78831
"431217 Mato Queimado";20266;156;150;399;20971
"431220 Maximiliano de Almeida";47306;7918;11349;9285;75858
"431225 Minas do Leão";480784;81789;74217;52481;689271
"431230 Miraguaí";33629;-;-;98;33727
"431235 Montauri";12628;13049;13639;11460;50776
"431237 Monte Alegre dos Campos";617090;1662;1497;142;620391
"431238 Monte Belo do Sul";23960;5537;17181;12763;59441
"431240 Montenegro";410453;1359833;526134;290344;2586764
"431242 Mormaço";53490;8680;10513;14342;87025
"431244 Morrinhos do Sul";2174;16;-;-;2190
"431245 Morro Redondo";28617;264;284;344;29509
"431247 Morro Reuter";20468;195;289;548;21500
"431250 Mostardas";80745;98454;119807;60771;359777
"431260 Muçum";267974;35846;28633;31733;364186
"431261 Muitos Capões";3813;104;81;124;4122
"431262 Muliterno";26812;8118;7809;9587;52326
"431265 Não-Me-Toque";111936;2120;1883;2115;118054
"431267 Nicolau Vergueiro";18682;6333;4376;2094;31485
"431270 Nonoai";63835;5963;8238;1812;79848
"431275 Nova Alvorada";58938;35373;36702;20331;151344
"431280 Nova Araçá";55994;20628;21866;23997;122485
"431290 Nova Bassano";99152;57067;43882;38847;238948
"431295 Nova Boa Vista";8921;1011;12142;10251;32325
"431300 Nova Bréscia";57579;39994;36180;29741;163494
"431301 Nova Candelária";13903;148;58;1085;15194
"431303 Nova Esperança do Sul";43356;17122;20713;9498;90689
"431306 Nova Hartz";169598;138688;130453;91219;529958
"431308 Nova Pádua";15061;17624;37504;9935;80124
"431310 Nova Palma";83253;79583;89418;69798;322052
"431320 Nova Petrópolis";456861;365663;158952;211823;1193299
"431330 Nova Prata";338464;376439;324688;254023;1293614
"431333 Nova Ramada";27402;1140;2433;3096;34071
"431335 Nova Roma do Sul";27980;3308;3782;2522;37592
"431337 Nova Santa Rita";108309;94395;16393;62953;282050
"431349 Novo Barreiro";8790;8318;12603;9441;39152
"431339 Novo Cabrais";39453;31456;65112;24563;160584
"431340 Novo Hamburgo";4583565;5147224;4361494;2952207;17044490
"431342 Novo Machado";33161;459;843;346;34809
"431344 Novo Tiradentes";28574;13978;3871;4527;50950
"431346 Novo Xingu";25115;204;252;148;25719
"431350 Osório";210670;239438;146662;219956;816726
"431360 Paim Filho";61911;89594;15832;7736;175073
"431365 Palmares do Sul";86243;90367;89803;72653;339066
"431370 Palmeira das Missões";683369;219203;217670;129152;1249394
"431380 Palmitinho";440151;210;228;413;441002
"431390 Panambi";498529;350668;360010;512201;1721408
"431395 Pantano Grande";65463;23478;21732;23549;134222
"431400 Paraí";78113;51935;58136;49925;238109
"431402 Paraíso do Sul";18030;93;222;172;18517
"431403 Pareci Novo";37422;5544;3492;730;47188
"431405 Parobé";264397;267628;283190;595149;1410364
"431406 Passa Sete";21941;63;-;-;22004
"431407 Passo do Sobrado";49350;22107;22276;15391;109124
"431410 Passo Fundo";381705;1357430;341247;300615;2380997
"431413 Paulo Bento";24414;23367;25510;8364;81655
"431415 Paverama";79565;48974;13882;10828;153249
"431417 Pedras Altas";13257;1112;1605;1618;17592
"431420 Pedro Osório";41174;333;131;75;41713
"431430 Pejuçara";51086;164;176;438;51864
"431440 Pelotas";2879362;2607205;2511262;1741641;9739470
"431442 Picada Café";98299;101748;92178;86847;379072
"431445 Pinhal";55750;53679;12405;5672;127506
"431446 Pinhal da Serra";24406;23010;28764;22040;98220
"431447 Pinhal Grande";17504;208;1115;5273;24100
"431449 Pinheirinho do Vale";2900;9047;13898;13111;38956
"431450 Pinheiro Machado";2089;2565;3481;22858;30993
"431454 Pinto Bandeira";24063;118;88;201;24470
"431455 Pirapó";45499;310;225;285;46319
"431460 Piratini";51613;56052;55454;38429;201548
"431470 Planalto";76341;26897;24513;20476;148227
"431475 Poço das Antas";24087;31065;31959;22610;109721
"431477 Pontão";43440;5598;190;240;49468
"431478 Ponte Preta";25021;26204;7881;265;59371
"431480 Portão";277875;928;349;927;280079
"431490 Porto Alegre";23780961;21041129;21313779;16661404;82797273
"431500 Porto Lucena";11031;2267;2516;1860;17674
"431505 Porto Mauá";13648;84;158;273;14163
"431507 Porto Vera Cruz";12202;7232;5798;3757;28989
"431510 Porto Xavier";34236;33191;28176;14658;110261
"431513 Pouso Novo";13446;469;291;212;14418
"431514 Presidente Lucena";32670;27002;37070;21166;117908
"431515 Progresso";48549;24972;27367;20923;121811
"431517 Protásio Alves";15002;176;176;356;15710
"431520 Putinga";26153;8060;6234;3307;43754
"431530 Quaraí";407309;370479;361880;266281;1405949
"431531 Quatro Irmãos";25425;28207;27481;4178;85291
"431532 Quevedos";9707;2447;91;114;12359
"431535 Quinze de Novembro";4855;212;123;6;5196
"431540 Redentora";90924;2528;379;229;94060
"431545 Relvado";22925;1650;637;232;25444
"431550 Restinga Seca";254707;263108;296395;211627;1025837
"431555 Rio dos Índios";18347;14627;45;50;33069
"431560 Rio Grande";199152;35023;218398;220085;672658
"431570 Rio Pardo";2472543;2356917;1404879;344498;6578837
"431575 Riozinho";20269;29380;24197;26170;100016
"431580 Roca Sales";43009;343;12833;30050;86235
"431590 Rodeio Bonito";87893;61286;20915;17465;187559
"431595 Rolador";13139;282;311;159;13891
"431600 Rolante";156175;151621;172265;119580;599641
"431610 Ronda Alta";87298;51629;39319;20979;199225
"431620 Rondinha";40390;268;1078;323;42059
"431630 Roque Gonzales";46933;810;850;909;49502
"431640 Rosário do Sul";148327;38625;32583;49356;268891
"431642 Sagrada Família";6990;1847;574;458;9869
"431643 Saldanha Marinho";9739;-;-;-;9739
"431645 Salto do Jacuí";24362;-;-;-;24362
"431647 Salvador das Missões";23410;274;117;273;24074
"431650 Salvador do Sul";74698;62857;11731;179;149465
"431660 Sananduva";160102;46654;43878;35908;286542
"431710 Sant'Ana do Livramento";839473;629367;674488;637658;2780986
"431670 Santa Bárbara do Sul";28725;659;493;535;30412
"431673 Santa Cecília do Sul";16364;2428;2969;1347;23108
"431675 Santa Clara do Sul";65273;1714;1492;4884;73363
"431680 Santa Cruz do Sul";2599934;2705599;2851103;2131696;10288332
"431697 Santa Margarida do Sul";6860;-;-;-;6860
"431690 Santa Maria";1050801;759814;57561;82924;1951100
"431695 Santa Maria do Herval";24462;20647;19559;20546;85214
"431720 Santa Rosa";1587666;1658915;1666653;1479774;6393008
"431725 Santa Tereza";14340;2949;3439;935;21663
"431730 Santa Vitória do Palmar";189268;38060;21036;11707;260071
"431700 Santana da Boa Vista";21077;334;650;1062;23123
"431740 Santiago";349387;238067;407999;319442;1314895
"431750 Santo Ângelo";229527;9908;57131;66371;362937
"431760 Santo Antônio da Patrulha";258095;286755;290428;236080;1071358
"431770 Santo Antônio das Missões";80798;533;819;1195;83345
"431755 Santo Antônio do Palma";33679;20909;-;-;54588
"431775 Santo Antônio do Planalto";24642;26004;26800;9879;87325
"431780 Santo Augusto";66117;1089;5023;34770;106999
"431790 Santo Cristo";68045;33705;51599;56238;209587
"431795 Santo Expedito do Sul";15867;7338;6032;5890;35127
"431800 São Borja";906049;648868;931331;630489;3116737
"431805 São Domingos do Sul";10106;290;3667;9602;23665
"431810 São Francisco de Assis";70111;99066;65486;82341;317004
"431820 São Francisco de Paula";73226;11863;18385;35791;139265
"431830 São Gabriel";184810;53282;103828;145682;487602
"431840 São Jerônimo";58124;44137;82838;57235;242334
"431842 São João da Urtiga";38201;9946;7883;6678;62708
"431843 São João do Polêsine";8100;1535;922;628;11185
"431844 São Jorge";31320;5562;2325;1939;41146
"431845 São José das Missões";29716;5601;202177;1031;238525
"431846 São José do Herval";23490;6264;3833;2458;36045
"431848 São José do Hortêncio";45939;46192;39837;-;131968
"431849 São José do Inhacorá";11906;2503;3574;3278;21261
"431850 São José do Norte";281979;247398;294767;153760;977904
"431860 São José do Ouro";37573;23969;10354;9369;81265
"431861 São José do Sul";25167;8667;-;-;33834
"431862 São José dos Ausentes";25023;6706;6425;10187;48341
"431870 São Leopoldo";1693930;1550498;1427166;1165798;5837392
"431880 São Lourenço do Sul";267757;98186;192745;171140;729828
"431890 São Luiz Gonzaga";229613;91769;83539;95258;500179
"431900 São Marcos";204189;116982;116842;98763;536776
"431910 São Martinho";88305;28774;24051;-;141130
"431912 São Martinho da Serra";24491;144;127;373;25135
"431915 São Miguel das Missões";33096;681;628;730;35135
"431920 São Nicolau";23833;519;642;535;25529
"431930 São Paulo das Missões";28470;22804;11048;193;62515
"431935 São Pedro da Serra";47558;308;3544;250;51660
"431936 São Pedro das Missões";4628;560;550;507;6245
"431937 São Pedro do Butiá";28281;197;312;299;29089
"431940 São Pedro do Sul";50521;8139;7291;1251;67202
"431950 São Sebastião do Caí";32672;46157;44575;17477;140881
"431960 São Sepé";234355;23389;29036;20003;306783
"431970 São Valentim";483088;211;167;131;483597
"431971 São Valentim do Sul";18964;116;59;16;19155
"431973 São Valério do Sul";591853;13212;4483;496;610044
"431975 São Vendelino";7046;111;159;227;7543
"431980 São Vicente do Sul";70869;896;6089;10806;88660
"431990 Sapiranga";2055872;668553;1025339;824071;4573835
"432000 Sapucaia do Sul";2076733;1492072;1617557;1597618;6783980
"432010 Sarandi";273488;40604;34741;28885;377718
"432020 Seberi";17076;25428;53963;54575;151042
"432023 Sede Nova";15868;5078;2028;1085;24059
"432026 Segredo";36991;69;73;139;37272
"432030 Selbach";16642;427;357;399;17825
"432032 Senador Salgado Filho";26913;318;161;34311;61703
"432035 Sentinela do Sul";4393;-;-;-;4393
"432040 Serafina Corrêa";455911;123183;114850;105661;799605
"432045 Sério";24680;4611;3915;2723;35929
"432050 Sertão";24753;10558;10162;9955;55428
"432055 Sertão Santana";57679;67658;42408;44969;212714
"432057 Sete de Setembro";18491;316;222;844;19873
"432060 Severiano de Almeida";71610;15529;9842;9806;106787
"432065 Silveira Martins";21694;245;128;168;22235
"432067 Sinimbu";105297;82399;80072;54694;322462
"432070 Sobradinho";12170;1685;793;738;15386
"432080 Soledade";212725;125757;134963;93294;566739
"432085 Tabaí";4457;4043;3910;1002;13412
"432090 Tapejara";142843;77180;66479;84290;370792
"432100 Tapera";148980;143209;114614;131372;538175
"432110 Tapes";70111;56512;56487;53725;236835
"432120 Taquara";370819;79668;58857;72570;581914
"432130 Taquari";345927;146918;165949;129631;788425
"432132 Taquaruçu do Sul";12833;1527;1470;3651;19481
"432135 Tavares";29924;32654;25117;16794;104489
"432140 Tenente Portela";65300;31959;6929;6380;110568
"432143 Terra de Areia";94488;38576;69778;62414;265256
"432145 Teutônia";397046;450709;529179;446008;1822942
"432146 Tio Hugo";38326;8230;8759;8851;64166
"432147 Tiradentes do Sul";40848;13665;13115;9990;77618
"432149 Toropi";22345;313;323;406;23387
"432150 Torres";288418;156164;217419;104820;766821
"432160 Tramandaí";222692;219317;383762;206580;1032351
"432162 Travesseiro";11768;92;121;111;12092
"432163 Três Arroios";27528;33166;38572;37214;136480
"432166 Três Cachoeiras";83936;17882;17010;6482;125310
"432170 Três Coroas";240246;243847;227914;180361;892368
"432180 Três de Maio";93312;59399;41981;32585;227277
"432183 Três Forquilhas";2143;1996;506;347;4992
